participant,condition,stimulus,item1,item2,item3,item4,item5,vt
77,1,38,4.0,6.0,3.0,3.0,3.0,3.8
78,1,39,4.0,5.0,4.0,5.0,5.0,4.6
79,1,40,2.0,4.0,5.0,6.0,5.0,4.4
80,1,1,4.0,2.0,4.0,4.0,4.0,3.6
81,1,2,4.0,6.0,4.0,3.0,5.0,4.4
82,1,3,5.0,3.0,6.0,3.0,3.0,4.0
83,1,4,4.0,3.0,3.0,4.0,4.0,3.6
84,1,5,3.0,5.0,5.0,5.0,4.0,4.4
85,1,6,4.0,6.0,4.0,4.0,5.0,4.6
86,1,7,5.0,5.0,3.0,4.0,4.0,4.2
87,1,8,4.0,4.0,3.0,4.0,4.0,3.8
88,1,9,4.0,4.0,4.0,3.0,4.0,3.8
89,1,10,4.0,5.0,5.0,5.0,5.0,4.8
90,1,11,4.0,5.0,4.0,5.0,3.0,4.2
91,1,12,5.0,4.0,5.0,3.0,4.0,4.2
92,1,13,3.0,4.0,3.0,5.0,3.0,3.6
93,1,14,4.0,4.0,4.0,4.0,2.0,3.6
94,1,15,4.0,3.0,3.0,5.0,4.0,3.8
95,1,16,3.0,4.0,4.0,3.0,4.0,3.6
96,1,17,4.0,3.0,5.0,3.0,4.0,3.8
97,1,18,4.0,4.0,4.0,4.0,2.0,3.6
98,1,19,4.0,3.0,2.0,4.0,4.0,3.4
99,1,20,4.0,3.0,4.0,5.0,2.0,3.6
100,1,21,3.0,4.0,4.0,5.0,5.0,4.2
101,1,22,4.0,5.0,4.0,4.0,3.0,4.0
102,1,23,4.0,5.0,5.0,3.0,5.0,4.4
103,1,24,3.0,3.0,3.0,5.0,5.0,3.8
104,1,25,4.0,3.0,5.0,3.0,3.0,3.6
105,1,26,4.0,5.0,5.0,5.0,3.0,4.4
106,1,27,6.0,3.0,3.0,4.0,4.0,4.0
107,1,28,4.0,4.0,4.0,5.0,3.0,4.0
108,1,29,4.0,4.0,4.0,5.0,4.0,4.2
109,1,30,4.0,3.0,4.0,4.0,4.0,3.8
110,1,31,2.0,4.0,4.0,4.0,3.0,3.4
111,1,32,4.0,3.0,4.0,4.0,2.0,3.4
112,1,33,4.0,4.0,3.0,4.0,4.0,3.8
113,1,34,6.0,4.0,4.0,4.0,4.0,4.4
114,1,35,4.0,3.0,3.0,4.0,4.0,3.6
115,1,36,4.0,4.0,3.0,4.0,5.0,4.0
116,1,37,4.0,4.0,5.0,4.0,5.0,4.4
117,1,38,3.0,4.0,3.0,2.0,4.0,3.2
118,1,39,5.0,4.0,5.0,4.0,4.0,4.4
119,1,40,5.0,5.0,4.0,3.0,4.0,4.2
120,2,1,4.0,4.0,5.0,5.0,4.0,4.4
121,2,2,3.0,3.0,4.0,5.0,4.0,3.8
122,2,3,3.0,2.0,3.0,3.0,3.0,2.8
123,2,4,4.0,5.0,3.0,2.0,3.0,3.4
124,2,5,3.0,5.0,3.0,3.0,4.0,3.6
125,2,6,3.0,4.0,3.0,4.0,3.0,3.4
126,2,7,3.0,4.0,4.0,4.0,3.0,3.6
127,2,8,3.0,4.0,3.0,5.0,4.0,3.8
128,2,9,5.0,3.0,4.0,3.0,5.0,4.0
129,2,10,5.0,3.0,5.0,2.0,4.0,3.8
130,2,11,4.0,5.0,3.0,5.0,5.0,4.4
131,2,12,5.0,3.0,5.0,3.0,2.0,3.6
132,2,13,4.0,4.0,4.0,2.0,4.0,3.6
133,2,14,3.0,3.0,5.0,4.0,3.0,3.6
134,2,15,5.0,4.0,3.0,5.0,4.0,4.2
135,2,16,4.0,4.0,5.0,4.0,4.0,4.2
136,2,17,3.0,3.0,3.0,4.0,5.0,3.6
137,2,18,4.0,5.0,5.0,4.0,3.0,4.2
138,2,19,3.0,3.0,4.0,4.0,4.0,3.6
139,2,20,3.0,3.0,4.0,3.0,4.0,3.4
140,2,21,5.0,4.0,3.0,3.0,4.0,3.8
141,2,22,5.0,5.0,3.0,4.0,4.0,4.2
142,2,23,3.0,3.0,4.0,4.0,3.0,3.4
143,2,24,4.0,4.0,3.0,4.0,4.0,3.8
144,2,25,3.0,4.0,4.0,3.0,4.0,3.6
145,2,26,4.0,4.0,3.0,4.0,4.0,3.8
146,2,27,3.0,4.0,5.0,2.0,4.0,3.6
147,2,28,3.0,4.0,3.0,4.0,5.0,3.8
148,2,29,4.0,3.0,4.0,5.0,5.0,4.2
149,2,30,3.0,4.0,4.0,3.0,3.0,3.4
150,2,31,4.0,3.0,3.0,3.0,5.0,3.6
151,2,32,4.0,2.0,4.0,4.0,3.0,3.4
152,2,33,4.0,4.0,4.0,5.0,4.0,4.2
153,2,34,3.0,5.0,3.0,4.0,4.0,3.8
154,2,35,3.0,2.0,3.0,3.0,2.0,2.6
155,2,36,5.0,3.0,2.0,2.0,4.0,3.2
156,2,37,4.0,4.0,4.0,4.0,4.0,4.0
157,2,38,3.0,6.0,3.0,6.0,3.0,4.2
158,2,39,4.0,4.0,4.0,4.0,5.0,4.2
159,2,40,5.0,3.0,4.0,4.0,3.0,3.8
160,2,1,3.0,4.0,4.0,4.0,3.0,3.6
161,2,2,4.0,5.0,4.0,4.0,4.0,4.2
162,2,3,3.0,3.0,4.0,3.0,4.0,3.4
163,2,4,4.0,3.0,5.0,5.0,4.0,4.2
164,2,5,3.0,4.0,4.0,4.0,5.0,4.0
165,2,6,2.0,3.0,4.0,4.0,4.0,3.4
166,2,7,3.0,4.0,4.0,3.0,2.0,3.2
167,2,8,4.0,5.0,3.0,5.0,3.0,4.0
168,2,9,4.0,4.0,5.0,4.0,3.0,4.0
169,2,10,3.0,4.0,4.0,3.0,4.0,3.6
170,2,11,4.0,4.0,3.0,5.0,2.0,3.6
171,2,12,3.0,3.0,4.0,4.0,6.0,4.0
172,2,13,4.0,5.0,4.0,3.0,4.0,4.0
173,2,14,3.0,4.0,4.0,3.0,4.0,3.6
174,2,15,3.0,4.0,4.0,3.0,5.0,3.8
175,2,16,4.0,6.0,5.0,4.0,6.0,5.0
176,2,17,3.0,4.0,5.0,2.0,5.0,3.8
177,2,18,4.0,3.0,3.0,3.0,5.0,3.6
178,2,19,5.0,4.0,4.0,2.0,4.0,3.8
179,2,20,3.0,5.0,5.0,4.0,4.0,4.2
180,2,21,5.0,4.0,4.0,4.0,4.0,4.2
181,2,22,3.0,3.0,5.0,4.0,3.0,3.6
182,2,23,4.0,5.0,6.0,3.0,3.0,4.2
183,2,24,5.0,3.0,5.0,3.0,3.0,3.8
184,2,25,2.0,5.0,4.0,4.0,4.0,3.8
185,2,26,3.0,5.0,5.0,3.0,3.0,3.8
186,2,27,4.0,4.0,4.0,4.0,4.0,4.0
187,2,28,4.0,5.0,4.0,3.0,4.0,4.0
188,2,29,4.0,4.0,4.0,4.0,4.0,4.0
189,2,30,3.0,5.0,5.0,5.0,4.0,4.4
190,2,31,4.0,4.0,3.0,4.0,6.0,4.2
191,2,32,4.0,3.0,5.0,4.0,5.0,4.2
192,2,33,5.0,3.0,4.0,4.0,3.0,3.8
193,2,34,4.0,5.0,3.0,4.0,4.0,4.0
194,2,35,4.0,4.0,4.0,4.0,3.0,3.8
195,2,36,4.0,4.0,2.0,4.0,3.0,3.4
196,2,37,4.0,3.0,4.0,4.0,3.0,3.6
197,2,38,4.0,4.0,5.0,4.0,4.0,4.2
198,2,39,4.0,6.0,3.0,3.0,3.0,3.8
199,2,40,4.0,3.0,4.0,3.0,5.0,3.8
200,2,1,4.0,4.0,5.0,3.0,5.0,4.2
201,2,2,6.0,5.0,4.0,3.0,5.0,4.6
202,2,3,5.0,4.0,3.0,3.0,3.0,3.6
203,2,4,4.0,4.0,5.0,4.0,4.0,4.2
204,2,5,5.0,3.0,5.0,3.0,4.0,4.0
205,2,6,4.0,4.0,4.0,4.0,4.0,4.0
206,2,7,2.0,4.0,5.0,4.0,3.0,3.6
207,2,8,3.0,5.0,5.0,2.0,5.0,4.0
208,2,9,2.0,5.0,3.0,4.0,4.0,3.6
209,2,10,4.0,6.0,4.0,5.0,4.0,4.6
210,2,11,4.0,4.0,5.0,3.0,3.0,3.8
211,2,12,5.0,4.0,5.0,4.0,3.0,4.2
212,2,13,4.0,4.0,4.0,3.0,3.0,3.6
213,2,14,4.0,4.0,3.0,4.0,4.0,3.8
214,2,15,5.0,4.0,6.0,3.0,3.0,4.2
215,2,16,2.0,4.0,3.0,2.0,4.0,3.0
216,2,17,4.0,4.0,4.0,4.0,3.0,3.8
217,2,18,5.0,5.0,4.0,4.0,3.0,4.2
218,2,19,3.0,3.0,5.0,4.0,4.0,3.8
219,2,20,5.0,5.0,5.0,3.0,4.0,4.4
220,2,21,4.0,5.0,4.0,4.0,4.0,4.2
221,2,22,4.0,4.0,4.0,4.0,3.0,3.8
222,2,23,4.0,2.0,4.0,4.0,3.0,3.4
223,2,24,6.0,3.0,4.0,4.0,4.0,4.2
224,2,25,4.0,5.0,2.0,3.0,4.0,3.6
225,2,26,4.0,4.0,4.0,5.0,5.0,4.4
226,2,27,4.0,3.0,4.0,3.0,4.0,3.6
227,2,28,3.0,4.0,3.0,4.0,3.0,3.4
228,2,29,5.0,5.0,4.0,5.0,4.0,4.6
229,2,30,3.0,4.0,4.0,4.0,3.0,3.6
230,2,31,4.0,4.0,5.0,4.0,4.0,4.2
231,2,32,4.0,4.0,5.0,3.0,5.0,4.2
232,2,33,4.0,4.0,4.0,5.0,5.0,4.4
233,2,34,4.0,3.0,4.0,3.0,4.0,3.6
234,2,35,5.0,5.0,4.0,3.0,3.0,4.0
235,2,36,4.0,4.0,4.0,4.0,4.0,4.0
236,2,37,4.0,5.0,4.0,5.0,5.0,4.6
237,2,38,3.0,5.0,3.0,4.0,4.0,3.8
238,2,39,4.0,5.0,3.0,3.0,5.0,4.0
239,2,40,4.0,4.0,4.0,4.0,5.0,4.2
240,3,1,4.0,3.0,4.0,4.0,3.0,3.6
241,3,2,5.0,4.0,3.0,3.0,4.0,3.8
242,3,3,4.0,4.0,4.0,3.0,5.0,4.0
243,3,4,4.0,4.0,4.0,3.0,4.0,3.8
244,3,5,4.0,3.0,4.0,4.0,5.0,4.0
245,3,6,5.0,5.0,5.0,3.0,4.0,4.4
246,3,7,3.0,4.0,2.0,4.0,3.0,3.2
247,3,8,5.0,4.0,5.0,2.0,5.0,4.2
248,3,9,4.0,4.0,4.0,3.0,3.0,3.6
249,3,10,3.0,4.0,4.0,3.0,5.0,3.8
250,3,11,4.0,5.0,4.0,4.0,5.0,4.4
251,3,12,3.0,3.0,4.0,3.0,4.0,3.4
252,3,13,5.0,3.0,3.0,5.0,3.0,3.8
253,3,14,3.0,4.0,5.0,2.0,3.0,3.4
254,3,15,4.0,3.0,4.0,4.0,5.0,4.0
255,3,16,2.0,3.0,4.0,4.0,4.0,3.4
256,3,17,4.0,4.0,5.0,5.0,4.0,4.4
257,3,18,2.0,5.0,3.0,4.0,5.0,3.8
258,3,19,3.0,4.0,4.0,4.0,4.0,3.8
259,3,20,5.0,4.0,4.0,2.0,4.0,3.8
260,3,21,5.0,5.0,5.0,2.0,4.0,4.2
261,3,22,4.0,4.0,2.0,5.0,4.0,3.8
262,3,23,3.0,4.0,4.0,4.0,5.0,4.0
263,3,24,4.0,4.0,3.0,5.0,4.0,4.0
264,3,25,4.0,4.0,4.0,3.0,4.0,3.8
265,3,26,3.0,3.0,4.0,4.0,5.0,3.8
266,3,27,5.0,2.0,3.0,5.0,4.0,3.8
267,3,28,5.0,4.0,3.0,4.0,3.0,3.8
268,3,29,4.0,5.0,4.0,4.0,3.0,4.0
269,3,30,4.0,5.0,3.0,4.0,3.0,3.8
270,3,31,4.0,5.0,5.0,3.0,4.0,4.2
271,3,32,2.0,5.0,4.0,5.0,5.0,4.2
272,3,33,4.0,4.0,2.0,3.0,3.0,3.2
273,3,34,3.0,4.0,4.0,4.0,4.0,3.8
274,3,35,3.0,3.0,3.0,3.0,3.0,3.0
275,3,36,4.0,4.0,3.0,3.0,4.0,3.6
276,3,37,5.0,4.0,3.0,5.0,3.0,4.0
277,3,38,4.0,5.0,4.0,4.0,4.0,4.2
278,3,39,3.0,4.0,5.0,5.0,4.0,4.2
279,3,40,4.0,4.0,4.0,4.0,4.0,4.0
280,3,1,5.0,4.0,3.0,2.0,4.0,3.6
281,3,2,5.0,4.0,4.0,5.0,3.0,4.2
282,3,3,4.0,3.0,4.0,3.0,5.0,3.8
283,3,4,3.0,2.0,3.0,4.0,4.0,3.2
284,3,5,4.0,3.0,3.0,4.0,4.0,3.6
285,3,6,4.0,3.0,3.0,3.0,4.0,3.4
286,3,7,5.0,4.0,4.0,4.0,4.0,4.2
287,3,8,4.0,4.0,4.0,6.0,4.0,4.4
288,3,9,5.0,4.0,4.0,4.0,4.0,4.2
289,3,10,3.0,5.0,4.0,4.0,3.0,3.8
290,3,11,5.0,4.0,3.0,5.0,3.0,4.0
291,3,12,4.0,4.0,4.0,4.0,4.0,4.0
292,3,13,6.0,4.0,3.0,4.0,4.0,4.2
293,3,14,3.0,3.0,5.0,3.0,5.0,3.8
294,3,15,5.0,5.0,3.0,4.0,3.0,4.0
295,3,16,4.0,4.0,3.0,5.0,4.0,4.0
296,3,17,3.0,4.0,3.0,3.0,4.0,3.4
297,3,18,4.0,3.0,4.0,5.0,3.0,3.8
298,3,19,4.0,3.0,5.0,4.0,4.0,4.0
299,3,20,4.0,5.0,4.0,3.0,5.0,4.2
300,3,21,4.0,4.0,5.0,5.0,3.0,4.2
301,3,22,3.0,3.0,4.0,4.0,4.0,3.6
302,3,23,4.0,3.0,3.0,5.0,3.0,3.6
303,3,24,6.0,5.0,4.0,4.0,3.0,4.4
304,3,25,5.0,3.0,3.0,4.0,4.0,3.8
305,3,26,4.0,5.0,5.0,4.0,5.0,4.6
306,3,27,4.0,3.0,3.0,4.0,4.0,3.6
307,3,28,4.0,4.0,5.0,2.0,2.0,3.4
308,3,29,4.0,4.0,5.0,3.0,2.0,3.6
309,3,30,3.0,4.0,5.0,5.0,4.0,4.2
310,3,31,4.0,3.0,4.0,4.0,4.0,3.8
311,3,32,3.0,4.0,4.0,4.0,4.0,3.8
312,3,33,4.0,4.0,6.0,3.0,4.0,4.2
313,3,34,4.0,3.0,3.0,3.0,5.0,3.6
314,3,35,4.0,5.0,3.0,2.0,3.0,3.4
315,3,36,5.0,4.0,2.0,4.0,5.0,4.0
316,3,37,3.0,4.0,4.0,3.0,3.0,3.4
317,3,38,3.0,3.0,2.0,3.0,3.0,2.8
318,3,39,4.0,2.0,4.0,4.0,2.0,3.2
319,3,40,5.0,4.0,4.0,4.0,4.0,4.2
320,3,1,5.0,6.0,4.0,6.0,4.0,5.0
321,3,2,4.0,5.0,4.0,3.0,4.0,4.0
322,3,3,5.0,4.0,4.0,5.0,4.0,4.4
323,3,4,4.0,4.0,5.0,5.0,3.0,4.2
324,3,5,4.0,4.0,3.0,3.0,4.0,3.6
325,3,6,5.0,4.0,3.0,4.0,3.0,3.8
326,3,7,4.0,3.0,3.0,4.0,5.0,3.8
327,3,8,3.0,5.0,5.0,4.0,4.0,4.2
328,3,9,5.0,4.0,5.0,5.0,4.0,4.6
329,3,10,5.0,4.0,4.0,4.0,5.0,4.4
330,3,11,3.0,4.0,5.0,4.0,3.0,3.8
331,3,12,4.0,4.0,3.0,4.0,3.0,3.6
332,3,13,4.0,4.0,5.0,3.0,3.0,3.8
333,3,14,4.0,4.0,5.0,4.0,4.0,4.2
334,3,15,3.0,4.0,5.0,5.0,4.0,4.2
335,3,16,3.0,3.0,5.0,3.0,5.0,3.8
336,3,17,4.0,4.0,3.0,3.0,6.0,4.0
337,3,18,5.0,5.0,4.0,4.0,2.0,4.0
338,3,19,4.0,3.0,3.0,3.0,4.0,3.4
339,3,20,4.0,3.0,4.0,3.0,3.0,3.4
340,3,21,5.0,4.0,3.0,4.0,3.0,3.8
341,3,22,2.0,4.0,5.0,3.0,3.0,3.4
342,3,23,5.0,4.0,5.0,3.0,3.0,4.0
343,3,24,3.0,4.0,4.0,4.0,5.0,4.0
344,3,25,4.0,4.0,4.0,3.0,5.0,4.0
345,3,26,3.0,5.0,3.0,3.0,4.0,3.6
346,3,27,3.0,3.0,3.0,3.0,5.0,3.4
347,3,28,5.0,3.0,5.0,5.0,3.0,4.2
348,3,29,4.0,4.0,5.0,4.0,3.0,4.0
349,3,30,4.0,3.0,4.0,4.0,2.0,3.4
350,3,31,4.0,4.0,4.0,4.0,3.0,3.8
351,3,32,4.0,5.0,2.0,3.0,4.0,3.6
352,3,33,4.0,4.0,3.0,4.0,4.0,3.8
353,3,34,3.0,4.0,5.0,4.0,4.0,4.0
354,3,35,5.0,3.0,3.0,4.0,3.0,3.6
355,3,36,4.0,3.0,4.0,5.0,5.0,4.2
356,3,37,3.0,4.0,5.0,3.0,4.0,3.8
357,3,38,4.0,4.0,3.0,5.0,5.0,4.2
358,3,39,5.0,5.0,4.0,4.0,2.0,4.0
359,3,40,5.0,4.0,5.0,4.0,4.0,4.4
