participant,condition,stimulus,item1,item2,item3,item4,item5,vt
145,3,6,4.0,5.0,4.0,4.0,3.0,4.0
146,3,7,3.0,4.0,4.0,3.0,5.0,3.8
147,3,8,3.0,3.0,4.0,5.0,3.0,3.6
148,3,9,4.0,5.0,3.0,4.0,4.0,4.0
149,3,10,3.0,5.0,4.0,4.0,4.0,4.0
150,3,11,4.0,3.0,3.0,4.0,3.0,3.4
151,3,12,4.0,4.0,2.0,4.0,4.0,3.6
152,3,13,4.0,4.0,4.0,4.0,4.0,4.0
153,3,14,3.0,4.0,5.0,4.0,3.0,3.8
154,3,15,3.0,3.0,2.0,4.0,3.0,3.0
155,3,16,5.0,3.0,3.0,3.0,2.0,3.2
156,3,17,4.0,4.0,4.0,4.0,4.0,4.0
157,3,18,3.0,5.0,6.0,5.0,3.0,4.4
158,3,19,4.0,4.0,4.0,3.0,4.0,3.8
159,3,20,5.0,4.0,3.0,3.0,4.0,3.8
160,3,1,3.0,5.0,4.0,4.0,4.0,4.0
161,3,2,4.0,2.0,5.0,4.0,4.0,3.8
162,3,3,3.0,5.0,3.0,4.0,4.0,3.8
163,3,4,4.0,3.0,3.0,4.0,5.0,3.8
164,3,5,3.0,4.0,4.0,4.0,4.0,3.8
165,3,6,2.0,3.0,3.0,5.0,4.0,3.4
166,3,7,3.0,3.0,4.0,3.0,4.0,3.4
167,3,8,4.0,5.0,5.0,3.0,3.0,4.0
168,3,9,4.0,4.0,4.0,4.0,5.0,4.2
169,3,10,3.0,4.0,4.0,3.0,4.0,3.6
170,3,11,4.0,4.0,4.0,4.0,3.0,3.8
171,3,12,3.0,4.0,3.0,5.0,4.0,3.8
172,3,13,4.0,4.0,5.0,4.0,4.0,4.2
173,3,14,3.0,3.0,4.0,4.0,4.0,3.6
174,3,15,3.0,5.0,4.0,3.0,4.0,3.8
175,3,16,4.0,4.0,6.0,3.0,5.0,4.4
176,3,17,3.0,3.0,4.0,4.0,5.0,3.8
177,3,18,4.0,4.0,3.0,4.0,3.0,3.6
178,3,19,5.0,5.0,4.0,5.0,4.0,4.6
179,3,20,3.0,5.0,5.0,4.0,5.0,4.4
