participant,condition,stimulus,item1,item2,item3,item4,item5,vt
48,2,10,4,4,6,4,4,4.4
48,3,10,4,4,4,5,4,4.2
49,1,10,5,4,5,4,4,4.4
49,2,10,5,4,4,4,4,4.2
49,3,10,3,4,4,3,3,3.4
50,1,10,5,4,5,5,6,5.0
50,2,10,5,5,6,4,5,5.0
50,3,10,5,4,4,5,6,4.8
51,1,11,5,4,4,4,4,4.2
51,2,11,3,4,2,4,4,3.4
51,3,11,3,3,4,4,5,3.8
52,1,11,4,4,4,3,5,4.0
52,2,11,3,4,3,3,2,3.0
52,3,11,4,3,3,3,2,3.0
53,1,11,4,4,5,5,4,4.4
53,2,11,2,4,3,3,4,3.2
53,3,11,3,4,3,4,4,3.6
54,1,11,5,4,5,3,5,4.4
54,2,11,3,4,3,3,3,3.2
54,3,11,4,2,3,3,4,3.2
55,1,11,5,4,5,4,5,4.6
55,2,11,3,3,4,3,3,3.2
55,3,11,3,5,4,4,4,4.0
56,1,12,5,4,4,4,4,4.2
56,2,12,3,4,3,2,4,3.2
56,3,12,4,3,4,4,4,3.8
57,1,12,5,4,4,5,5,4.6
57,2,12,4,3,4,4,3,3.6
57,3,12,4,4,4,4,4,4.0
58,1,12,5,5,5,4,5,4.8
58,2,12,4,3,3,4,4,3.6
58,3,12,4,4,2,5,3,3.6
59,1,12,4,4,5,4,5,4.4
59,2,12,4,5,4,4,4,4.2
59,3,12,5,3,4,5,5,4.4
60,1,12,5,4,4,4,6,4.6
60,2,12,5,5,4,5,4,4.6
60,3,12,4,4,5,4,4,4.2
61,1,13,4,4,5,3,5,4.2
61,2,13,4,5,4,4,4,4.2
61,3,13,4,4,3,4,3,3.6
62,1,13,4,3,4,4,4,3.8
62,2,13,4,4,5,4,4,4.2
62,3,13,4,4,4,3,4,3.8
63,1,13,4,3,3,4,4,3.6
63,2,13,4,3,3,3,3,3.2
63,3,13,3,3,3,4,4,3.4
64,1,13,5,4,4,3,3,3.8
64,2,13,5,3,5,4,5,4.4
64,3,13,3,3,4,3,3,3.2
65,1,13,5,5,5,5,5,5.0
65,2,13,5,3,5,4,3,4.0
65,3,13,4,4,4,4,5,4.2
66,1,14,4,5,5,5,5,4.8
66,2,14,3,5,3,4,4,3.8
66,3,14,4,4,4,3,3,3.6
67,1,14,5,5,5,4,6,5.0
67,2,14,3,4,5,5,4,4.2
67,3,14,3,4,5,4,4,4.0
68,1,14,6,5,4,6,5,5.2
68,2,14,4,3,4,4,4,3.8
68,3,14,4,5,5,4,4,4.4
69,1,14,4,5,5,6,4,4.8
69,2,14,5,4,5,4,4,4.4
69,3,14,5,5,4,4,4,4.4
70,1,14,4,4,6,3,5,4.4
70,2,14,4,2,4,3,3,3.2
70,3,14,5,4,4,4,3,4.0
71,1,15,4,5,5,5,6,5.0
71,2,15,4,4,5,3,3,3.8
71,3,15,4,4,4,4,4,4.0
72,1,15,5,5,6,5,5,5.2
72,2,15,3,3,3,3,3,3.0
72,3,15,4,4,4,4,4,4.0
73,1,15,4,3,4,4,5,4.0
73,2,15,4,3,4,2,3,3.2
73,3,15,4,4,4,4,3,3.8
74,1,15,6,5,6,6,5,5.6
74,2,15,4,5,5,5,4,4.6
74,3,15,5,5,4,6,5,5.0
75,1,15,5,4,5,4,4,4.4
75,2,15,4,4,3,4,4,3.8
75,3,15,4,4,4,3,4,3.8
76,1,16,3,4,3,4,4,3.6
76,2,16,3,3,3,4,4,3.4
76,3,16,3,3,4,3,4,3.4
77,1,16,5,3,4,3,3,3.6
77,2,16,4,4,4,3,4,3.8
77,3,16,4,3,4,3,4,3.6
78,1,16,3,4,4,3,3,3.4
78,2,16,4,4,3,3,3,3.4
78,3,16,4,4,3,3,5,3.8
79,1,16,4,4,3,3,4,3.6
79,2,16,2,3,3,5,3,3.2
79,3,16,4,3,4,3,2,3.2
80,1,16,4,3,4,4,3,3.6
80,2,16,3,5,4,3,4,3.8
80,3,16,4,3,4,3,4,3.6
81,1,17,4,6,5,5,4,4.8
81,2,17,4,4,6,4,5,4.6
81,3,17,5,5,5,5,4,4.8
82,1,17,4,5,4,5,5,4.6
82,2,17,3,6,5,5,5,4.8
82,3,17,5,4,6,5,4,4.8
83,1,17,4,5,4,4,4,4.2
83,2,17,4,5,4,4,4,4.2
83,3,17,3,3,4,5,4,3.8
84,1,17,4,4,4,5,3,4.0
84,2,17,4,4,5,4,6,4.6
84,3,17,4,4,5,4,5,4.4
85,1,17,4,3,4,4,3,3.6
85,2,17,3,4,4,4,3,3.6
85,3,17,4,3,3,4,4,3.6
86,1,18,3,3,2,4,3,3.0
86,2,18,3,2,3,3,3,2.8
86,3,18,3,3,3,2,3,2.8
87,1,18,3,4,4,3,5,3.8
87,2,18,3,4,2,4,3,3.2
87,3,18,5,4,5,2,4,4.0
88,1,18,3,3,4,4,3,3.4
88,2,18,3,2,3,2,3,2.6
88,3,18,3,2,4,3,3,3.0
89,1,18,4,3,2,3,3,3.0
89,2,18,4,3,3,4,2,3.2
89,3,18,3,4,3,4,3,3.4
90,1,18,3,4,3,3,3,3.2
90,2,18,3,4,4,3,3,3.4
90,3,18,2,3,3,2,3,2.6
91,1,19,3,3,4,4,3,3.4
91,2,19,4,4,3,3,3,3.4
91,3,19,3,4,3,3,3,3.2
92,1,19,3,2,2,4,4,3.0
92,2,19,3,3,3,4,2,3.0
92,3,19,2,2,2,4,3,2.6
93,1,19,4,3,4,4,4,3.8
93,2,19,5,3,3,3,4,3.6
93,3,19,4,2,3,3,3,3.0
94,1,19,4,4,4,3,3,3.6
94,2,19,3,3,4,3,3,3.2
94,3,19,3,3,2,2,2,2.4
95,1,19,3,4,3,3,4,3.4
95,2,19,4,3,3,3,4,3.4
95,3,19,2,3,3,3,3,2.8
96,1,20,4,4,4,4,4,4.0
96,2,20,4,4,4,4,3,3.8
96,3,20,5,5,4,5,4,4.6
97,1,20,4,4,4,3,4,3.8
97,2,20,4,4,4,4,4,4.0
97,3,20,4,3,3,4,4,3.6
98,1,20,4,5,3,4,5,4.2
98,2,20,3,4,4,4,4,3.8
98,3,20,3,4,4,5,3,3.8
99,1,20,5,7,6,6,6,6.0
99,2,20,4,5,5,5,4,4.6
99,3,20,5,5,5,5,6,5.2
100,1,20,5,5,5,5,5,5.0
100,2,20,4,5,4,5,3,4.2
100,3,20,5,5,4,5,4,4.6
101,1,21,3,2,2,4,3,2.8
101,2,21,3,4,4,3,3,3.4
101,3,21,4,3,4,4,3,3.6
102,1,21,3,2,4,3,3,3.0
102,2,21,4,3,3,3,3,3.2
102,3,21,4,4,4,3,3,3.6
103,1,21,3,4,2,3,3,3.0
103,2,21,5,3,3,4,3,3.6
103,3,21,4,4,3,4,4,3.8
104,1,21,4,3,3,3,4,3.4
104,2,21,5,3,3,3,3,3.4
104,3,21,4,3,3,4,4,3.6
105,1,21,4,4,4,5,3,4.0
105,2,21,5,3,4,4,4,4.0
105,3,21,4,4,2,4,4,3.6
106,1,22,6,5,5,5,4,5.0
106,2,22,5,4,6,5,4,4.8
106,3,22,4,5,4,4,4,4.2
107,1,22,5,5,5,5,5,5.0
107,2,22,4,3,5,4,5,4.2
107,3,22,4,4,5,4,4,4.2
108,1,22,5,5,5,4,4,4.6
108,2,22,4,5,4,4,4,4.2
108,3,22,5,4,4,4,4,4.2
109,1,22,4,6,5,4,5,4.8
109,2,22,6,5,5,5,4,5.0
109,3,22,4,6,4,6,5,5.0
110,1,22,5,5,4,4,5,4.6
110,2,22,5,5,6,6,3,5.0
110,3,22,5,5,4,4,4,4.4
111,1,23,4,4,3,4,4,3.8
111,2,23,4,4,4,4,5,4.2
111,3,23,3,4,4,5,4,4.0
112,1,23,4,3,2,4,3,3.2
112,2,23,4,2,4,4,4,3.6
112,3,23,4,3,3,3,3,3.2
113,1,23,4,4,3,4,3,3.6
113,2,23,5,5,4,4,4,4.4
113,3,23,4,5,4,4,5,4.4
114,1,23,4,4,4,5,4,4.2
114,2,23,3,5,5,4,4,4.2
114,3,23,3,3,5,4,4,3.8
115,1,23,4,4,5,5,4,4.4
115,2,23,4,5,4,4,5,4.4
115,3,23,3,4,3,3,4,3.4
116,1,24,5,6,6,5,5,5.4
116,2,24,4,4,4,5,4,4.2
116,3,24,4,4,5,3,4,4.0
117,1,24,4,5,4,4,5,4.4
117,2,24,4,4,4,5,4,4.2
117,3,24,5,4,4,3,5,4.2
118,1,24,5,3,4,5,4,4.2
118,2,24,3,5,3,4,4,3.8
118,3,24,5,4,3,3,3,3.6
119,1,24,5,5,4,4,5,4.6
119,2,24,4,4,4,4,4,4.0
119,3,24,4,5,4,4,6,4.6
120,1,24,4,3,4,6,4,4.2
120,2,24,3,4,4,4,4,3.8
120,3,24,3,3,4,5,4,3.8
121,1,25,4,5,4,4,3,4.0
121,2,25,4,3,4,3,2,3.2
121,3,25,6,3,4,5,5,4.6
122,1,25,3,4,4,4,2,3.4
122,2,25,2,4,3,3,3,3.0
122,3,25,2,2,3,3,4,2.8
123,1,25,5,4,4,4,4,4.2
123,2,25,3,4,4,4,4,3.8
123,3,25,5,3,4,4,2,3.6
124,1,25,3,4,3,3,3,3.2
124,2,25,2,3,3,3,2,2.6
124,3,25,4,4,3,3,3,3.4
125,1,25,4,5,4,3,5,4.2
125,2,25,3,4,3,4,3,3.4
125,3,25,3,3,4,4,5,3.8
126,1,26,3,3,3,3,4,3.2
126,2,26,4,4,2,5,4,3.8
126,3,26,3,4,3,3,3,3.2
127,1,26,2,3,3,3,3,2.8
127,2,26,3,2,2,4,3,2.8
127,3,26,3,3,2,3,2,2.6
128,1,26,2,2,2,3,3,2.4
128,2,26,2,3,2,3,2,2.4
128,3,26,2,3,2,2,3,2.4
129,1,26,3,3,3,3,5,3.4
129,2,26,4,4,2,4,3,3.4
129,3,26,3,4,3,3,4,3.4
130,1,26,3,4,3,4,3,3.4
130,2,26,3,4,4,4,4,3.8
130,3,26,4,4,4,4,3,3.8
131,1,27,4,4,4,5,4,4.2
131,2,27,2,4,4,4,3,3.4
131,3,27,5,4,4,4,4,4.2
132,1,27,3,4,3,5,6,4.2
132,2,27,5,3,4,6,4,4.4
132,3,27,4,5,4,5,4,4.4
133,1,27,4,4,3,3,3,3.4
133,2,27,3,3,3,2,4,3.0
133,3,27,4,4,4,3,4,3.8
134,1,27,4,4,5,5,4,4.4
134,2,27,3,4,3,3,4,3.4
134,3,27,4,4,4,5,4,4.2
135,1,27,3,4,3,4,4,3.6
135,2,27,4,4,4,4,3,3.8
135,3,27,4,5,4,4,3,4.0
136,1,28,4,6,5,4,4,4.6
136,2,28,4,4,5,5,4,4.4
136,3,28,3,4,3,3,4,3.4
137,1,28,5,5,4,5,5,4.8
137,2,28,4,5,5,5,5,4.8
137,3,28,4,4,4,2,4,3.6
138,1,28,5,5,3,5,4,4.4
138,2,28,4,3,3,4,3,3.4
138,3,28,3,4,3,3,4,3.4
139,1,28,3,4,4,4,6,4.2
139,2,28,4,5,4,5,5,4.6
139,3,28,4,4,4,4,3,3.8
140,1,28,5,4,4,4,4,4.2
140,2,28,3,3,5,4,4,3.8
140,3,28,4,5,4,3,4,4.0
141,1,29,4,2,3,3,3,3.0
141,2,29,3,2,3,3,4,3.0
141,3,29,2,3,3,2,2,2.4
142,1,29,4,4,4,4,4,4.0
142,2,29,3,3,2,3,3,2.8
142,3,29,3,3,2,3,3,2.8
143,1,29,4,4,5,4,5,4.4
143,2,29,3,3,3,4,2,3.0
143,3,29,3,2,3,2,4,2.8
144,1,29,5,3,3,3,3,3.4
144,2,29,3,4,3,2,3,3.0
144,3,29,3,3,3,3,3,3.0
145,1,29,3,4,4,3,4,3.6
145,2,29,2,2,4,3,2,2.6
145,3,29,3,4,3,3,3,3.2
146,1,30,4,5,4,4,5,4.4
146,2,30,5,3,4,5,5,4.4
146,3,30,4,3,4,4,3,3.6
147,1,30,5,4,3,5,5,4.4
147,2,30,5,4,5,6,5,5.0
147,3,30,4,4,4,4,5,4.2
148,1,30,4,3,4,4,3,3.6
148,2,30,3,3,3,3,3,3.0
148,3,30,3,3,2,2,2,2.4
149,1,30,4,5,5,5,4,4.6
149,2,30,4,4,5,6,5,4.8
149,3,30,3,3,4,4,3,3.4
150,1,30,5,5,5,6,6,5.4
150,2,30,5,5,5,5,5,5.0
150,3,30,5,4,5,4,3,4.2
151,1,31,4,5,4,4,4,4.2
151,2,31,3,3,3,4,3,3.2
151,3,31,4,4,4,4,4,4.0
152,1,31,2,4,5,4,4,3.8
152,2,31,4,4,4,4,4,4.0
152,3,31,4,4,3,3,2,3.2
153,1,31,3,4,4,5,4,4.0
153,2,31,3,4,2,4,3,3.2
153,3,31,5,3,3,3,3,3.4
154,1,31,4,4,3,4,5,4.0
154,2,31,4,3,3,4,4,3.6
154,3,31,4,4,3,4,4,3.8
155,1,31,5,5,4,4,4,4.4
155,2,31,3,4,3,3,4,3.4
155,3,31,4,5,4,4,5,4.4
156,1,32,3,3,3,2,3,2.8
156,2,32,3,4,2,3,2,2.8
156,3,32,3,3,3,4,3,3.2
157,1,32,3,4,4,4,4,3.8
157,2,32,3,4,4,5,4,4.0
157,3,32,4,4,4,4,4,4.0
158,1,32,4,3,3,5,4,3.8
158,2,32,4,4,3,4,3,3.6
158,3,32,4,5,4,5,5,4.6
159,1,32,2,3,4,5,4,3.6
159,2,32,3,3,5,3,4,3.6
159,3,32,5,4,6,4,4,4.6
160,1,32,3,4,4,4,3,3.6
160,2,32,3,2,3,3,2,2.6
160,3,32,3,4,3,3,4,3.4
161,1,33,5,4,4,5,4,4.4
161,2,33,5,4,4,4,4,4.2
161,3,33,5,5,4,4,3,4.2
162,1,33,4,5,5,6,7,5.4
162,2,33,4,6,5,5,4,4.8
162,3,33,5,5,6,6,5,5.4
163,1,33,2,4,4,3,4,3.4
163,2,33,4,5,5,4,3,4.2
163,3,33,5,4,4,4,4,4.2
164,1,33,6,5,4,4,5,4.8
164,2,33,5,4,5,5,5,4.8
164,3,33,5,5,4,3,4,4.2
165,1,33,5,5,5,4,4,4.6
165,2,33,4,3,4,3,5,3.8
165,3,33,4,5,5,4,4,4.4
166,1,34,4,4,4,4,5,4.2
166,2,34,3,3,3,4,4,3.4
166,3,34,3,5,4,4,5,4.2
167,1,34,5,6,5,5,3,4.8
167,2,34,4,6,5,4,5,4.8
167,3,34,5,5,5,5,4,4.8
168,1,34,5,5,4,4,5,4.6
168,2,34,4,4,3,3,4,3.6
168,3,34,3,5,5,4,4,4.2
169,1,34,4,5,5,3,4,4.2
169,2,34,3,4,5,3,4,3.8
169,3,34,5,4,4,4,4,4.2
170,1,34,5,5,5,4,4,4.6
170,2,34,4,4,4,3,3,3.6
170,3,34,4,4,3,4,5,4.0
171,1,35,5,4,5,5,4,4.6
171,2,35,5,4,5,3,5,4.4
171,3,35,5,4,5,4,4,4.4
172,1,35,4,4,4,6,4,4.4
172,2,35,4,4,3,3,4,3.6
172,3,35,3,4,4,4,4,3.8
173,1,35,5,5,5,4,5,4.8
173,2,35,4,5,4,4,4,4.2
173,3,35,5,4,5,5,5,4.8
174,1,35,3,4,3,3,3,3.2
174,2,35,3,3,3,3,3,3.0
174,3,35,3,3,4,3,2,3.0
175,1,35,3,3,3,3,3,3.0
175,2,35,2,4,2,3,4,3.0
175,3,35,3,3,3,4,3,3.2
176,1,36,3,3,4,3,3,3.2
176,2,36,3,4,4,3,3,3.4
176,3,36,3,3,3,4,3,3.2
177,1,36,4,5,5,5,4,4.6
177,2,36,4,3,4,3,4,3.6
177,3,36,4,2,4,5,4,3.8
178,1,36,3,3,3,3,3,3.0
178,2,36,2,4,2,3,3,2.8
178,3,36,3,3,3,3,3,3.0
179,1,36,3,4,4,4,4,3.8
179,2,36,3,3,4,3,3,3.2
179,3,36,2,2,3,4,3,2.8
180,1,36,3,3,4,2,4,3.2
180,2,36,3,4,3,3,4,3.4
180,3,36,4,3,2,3,4,3.2
181,1,37,6,5,5,5,6,5.4
181,2,37,5,5,5,5,4,4.8
181,3,37,6,5,5,5,6,5.4
182,1,37,5,6,5,4,5,5.0
182,2,37,6,5,5,4,5,5.0
182,3,37,5,5,7,4,5,5.2
183,1,37,6,6,6,4,4,5.2
183,2,37,3,5,6,4,5,4.6
183,3,37,5,6,6,4,6,5.4
184,1,37,6,5,6,6,6,5.8
184,2,37,5,6,5,5,5,5.2
184,3,37,5,6,7,5,4,5.4
185,1,37,5,5,6,5,4,5.0
185,2,37,4,4,5,3,3,3.8
185,3,37,5,5,4,5,6,5.0
186,1,38,4,3,4,5,4,4.0
186,2,38,3,3,4,4,4,3.6
186,3,38,3,4,3,4,4,3.6
187,1,38,4,4,3,5,3,3.8
187,2,38,4,4,4,4,4,4.0
187,3,38,4,4,4,4,3,3.8
188,1,38,3,4,4,4,3,3.6
188,2,38,4,4,4,5,5,4.4
188,3,38,4,5,3,4,4,4.0
189,1,38,4,3,3,2,3,3.0
189,2,38,3,4,4,5,3,3.8
189,3,38,3,4,3,3,3,3.2
190,1,38,4,4,4,4,5,4.2
190,2,38,4,3,4,3,4,3.6
190,3,38,4,5,4,5,4,4.4
191,1,39,4,5,5,5,3,4.4
191,2,39,2,3,4,4,3,3.2
191,3,39,3,3,3,3,3,3.0
192,1,39,4,4,3,4,5,4.0
192,2,39,3,3,3,3,3,3.0
192,3,39,3,3,3,4,5,3.6
193,1,39,3,3,4,4,5,3.8
193,2,39,3,4,3,4,3,3.4
193,3,39,3,3,2,3,4,3.0
194,1,39,4,4,4,4,5,4.2
194,2,39,3,4,3,4,3,3.4
194,3,39,4,4,4,4,3,3.8
195,1,39,4,5,4,5,4,4.4
195,2,39,4,3,4,4,4,3.8
195,3,39,4,4,5,4,3,4.0
196,1,40,4,5,4,5,4,4.4
196,2,40,4,4,4,4,4,4.0
196,3,40,4,5,5,5,4,4.6
197,1,40,5,5,4,5,5,4.8
197,2,40,4,4,4,3,3,3.6
197,3,40,4,5,5,5,4,4.6
198,1,40,5,4,4,4,4,4.2
198,2,40,5,3,3,3,2,3.2
198,3,40,4,3,3,4,4,3.6
199,1,40,5,4,4,4,3,4.0
199,2,40,3,3,2,4,4,3.2
199,3,40,5,4,5,5,4,4.6
200,1,40,4,4,5,5,3,4.2
200,2,40,4,3,3,1,3,2.8
200,3,40,4,5,5,4,5,4.6
201,1,41,4,4,4,5,5,4.4
201,2,41,4,4,4,4,4,4.0
201,3,41,4,4,4,3,4,3.8
202,1,41,5,3,3,4,3,3.6
202,2,41,4,3,4,3,4,3.6
202,3,41,4,2,2,4,3,3.0
203,1,41,3,3,4,3,4,3.4
203,2,41,4,4,4,3,4,3.8
203,3,41,2,2,3,3,3,2.6
204,1,41,4,5,4,3,4,4.0
204,2,41,5,3,4,3,4,3.8
204,3,41,4,4,4,5,4,4.2
205,1,41,5,4,4,4,3,4.0
205,2,41,4,3,4,4,4,3.8
205,3,41,2,3,3,3,2,2.6
206,1,42,3,3,3,3,3,3.0
206,2,42,2,3,3,3,2,2.6
206,3,42,3,2,3,3,3,2.8
207,1,42,4,3,4,3,3,3.4
207,2,42,4,3,3,4,4,3.6
207,3,42,4,3,5,4,3,3.8
208,1,42,5,4,5,5,5,4.8
208,2,42,5,6,5,4,4,4.8
208,3,42,5,5,5,5,4,4.8
209,1,42,5,3,4,3,4,3.8
209,2,42,5,3,4,3,4,3.8
209,3,42,3,4,3,4,3,3.4
210,1,42,5,3,5,3,5,4.2
210,2,42,5,3,4,4,3,3.8
210,3,42,4,5,4,5,4,4.4
211,1,43,4,4,4,4,4,4.0
211,2,43,3,4,3,4,3,3.4
211,3,43,5,5,3,5,3,4.2
212,1,43,4,4,5,3,4,4.0
212,2,43,3,2,3,3,3,2.8
212,3,43,4,4,4,4,4,4.0
213,1,43,5,5,4,4,4,4.4
213,2,43,4,5,4,4,3,4.0
213,3,43,4,5,5,5,4,4.6
214,1,43,4,4,3,4,4,3.8
214,2,43,4,3,2,4,4,3.4
214,3,43,3,3,4,4,4,3.6
215,1,43,4,4,4,2,3,3.4
215,2,43,2,3,2,3,3,2.6
215,3,43,4,5,3,3,4,3.8
216,1,44,4,5,5,4,4,4.4
216,2,44,3,4,4,4,4,3.8
216,3,44,5,5,4,3,3,4.0
217,1,44,4,3,4,3,3,3.4
217,2,44,2,3,3,2,3,2.6
217,3,44,3,3,1,2,2,2.2
218,1,44,4,3,4,4,4,3.8
218,2,44,3,3,2,4,3,3.0
218,3,44,3,3,2,3,2,2.6
219,1,44,5,5,5,5,5,5.0
219,2,44,4,4,4,3,3,3.6
219,3,44,4,4,4,4,5,4.2
220,1,44,5,4,3,5,5,4.4
220,2,44,2,5,4,3,4,3.6
220,3,44,4,3,4,4,5,4.0
221,1,45,3,3,3,3,4,3.2
221,2,45,3,4,4,4,3,3.6
221,3,45,4,2,3,3,2,2.8
222,1,45,4,4,4,5,4,4.2
222,2,45,3,4,3,5,4,3.8
222,3,45,4,4,5,4,3,4.0
223,1,45,4,4,5,4,4,4.2
223,2,45,4,5,5,4,3,4.2
223,3,45,3,2,4,4,4,3.4
224,1,45,5,5,4,3,5,4.4
224,2,45,3,4,3,4,5,3.8
224,3,45,4,3,3,2,5,3.4
225,1,45,4,2,2,4,3,3.0
225,2,45,3,3,4,3,3,3.2
225,3,45,3,3,4,3,3,3.2
226,1,46,3,4,5,3,2,3.4
226,2,46,3,3,3,3,3,3.0
226,3,46,4,3,3,4,2,3.2
227,1,46,4,3,4,4,5,4.0
227,2,46,4,3,4,4,4,3.8
227,3,46,3,3,3,5,3,3.4
228,1,46,4,4,5,4,5,4.4
228,2,46,5,4,5,5,4,4.6
228,3,46,5,5,3,4,5,4.4
229,1,46,4,4,5,3,3,3.8
229,2,46,3,4,3,3,3,3.2
229,3,46,3,5,4,4,3,3.8
230,1,46,3,5,3,4,5,4.0
230,2,46,3,5,4,4,5,4.2
230,3,46,4,5,4,3,5,4.2
231,1,47,3,4,3,3,2,3.0
231,2,47,3,3,2,3,2,2.6
231,3,47,3,3,2,3,2,2.6
232,1,47,5,4,4,3,4,4.0
232,2,47,4,4,2,4,4,3.6
232,3,47,4,4,3,4,4,3.8
233,1,47,3,2,1,3,4,2.6
