participant,condition,stimulus,item1,item2,item3,item4,item5,vt
19,1,4,5,5,4,4,4,4.4
19,2,4,4,5,3,4,3,3.8
19,3,4,5,3,3,5,4,4.0
20,1,4,4,3,4,2,4,3.4
20,2,4,4,4,4,3,4,3.8
20,3,4,3,2,3,2,3,2.6
21,1,5,5,4,5,5,4,4.6
21,2,5,5,4,4,4,4,4.2
21,3,5,3,4,4,4,4,3.8
22,1,5,4,4,5,5,4,4.4
22,2,5,4,4,5,4,4,4.2
22,3,5,3,4,4,3,4,3.6
23,1,5,4,5,3,5,5,4.4
23,2,5,4,5,4,4,4,4.2
23,3,5,4,4,4,4,3,3.8
24,1,5,4,5,4,4,4,4.2
24,2,5,4,3,4,4,4,3.8
24,3,5,3,4,3,3,3,3.2
25,1,5,4,4,4,3,2,3.4
25,2,5,4,3,3,3,4,3.4
25,3,5,3,3,3,3,2,2.8
26,1,6,5,4,4,4,5,4.4
26,2,6,4,4,5,3,5,4.2
26,3,6,4,3,3,3,4,3.4
27,1,6,6,6,6,5,5,5.6
27,2,6,6,5,5,4,5,5.0
27,3,6,4,4,5,4,4,4.2
28,1,6,4,4,4,4,4,4.0
28,2,6,3,4,4,3,5,3.8
28,3,6,2,3,4,3,2,2.8
29,1,6,5,5,4,5,4,4.6
29,2,6,5,4,5,5,4,4.6
29,3,6,3,3,4,3,4,3.4
30,1,6,5,5,4,4,3,4.2
30,2,6,4,4,4,4,5,4.2
30,3,6,3,3,3,4,4,3.4
31,1,7,4,4,5,3,3,3.8
31,2,7,4,4,3,4,3,3.6
31,3,7,4,4,4,3,5,4.0
32,1,7,4,4,4,3,4,3.8
32,2,7,4,4,3,4,3,3.6
32,3,7,3,3,4,4,4,3.6
33,1,7,4,2,4,4,4,3.6
33,2,7,3,3,3,4,5,3.6
33,3,7,3,3,3,4,3,3.2
34,1,7,4,4,4,4,4,4.0
34,2,7,3,3,3,4,5,3.6
34,3,7,4,4,4,4,4,4.0
35,1,7,5,4,5,4,5,4.6
35,2,7,4,4,5,4,5,4.4
35,3,7,4,4,4,3,4,3.8
36,1,8,3,4,3,4,5,3.8
36,2,8,4,5,5,4,4,4.4
36,3,8,3,4,3,3,5,3.6
37,1,8,3,5,4,4,3,3.8
37,2,8,3,4,4,3,6,4.0
37,3,8,3,3,3,3,3,3.0
38,1,8,4,4,4,4,5,4.2
38,2,8,4,4,4,5,4,4.2
38,3,8,4,5,4,4,4,4.2
39,1,8,4,6,4,5,5,4.8
39,2,8,5,5,5,4,6,5.0
39,3,8,5,6,5,5,5,5.2
40,1,8,5,5,5,5,5,5.0
40,2,8,5,6,4,6,5,5.2
40,3,8,5,4,5,5,5,4.8
41,1,9,4,4,4,5,4,4.2
41,2,9,3,4,3,2,4,3.2
41,3,9,3,5,4,4,3,3.8
42,1,9,2,3,3,3,3,2.8
42,2,9,2,2,2,3,2,2.2
42,3,9,3,4,2,2,2,2.6
43,1,9,4,4,3,5,5,4.2
43,2,9,2,2,3,2,2,2.2
43,3,9,3,2,4,3,3,3.0
44,1,9,4,5,4,4,4,4.2
44,2,9,3,3,3,3,2,2.8
44,3,9,4,3,2,3,4,3.2
45,1,9,5,3,4,3,3,3.6
45,2,9,2,3,3,2,2,2.4
45,3,9,4,4,3,4,3,3.6
46,1,10,3,4,3,5,4,3.8
46,2,10,4,4,4,4,3,3.8
46,3,10,5,4,4,5,3,4.2
47,1,10,4,4,4,5,3,4.0
47,2,10,4,3,2,3,3,3.0
47,3,10,3,4,3,3,4,3.4
48,1,10,3,3,5,4,3,3.6
48,2,10,4,4,4,3,4,3.8
48,3,10,4,3,4,4,4,3.8
49,1,10,4,4,4,4,3,3.8
49,2,10,5,3,4,4,4,4.0
49,3,10,4,6,4,4,5,4.6
50,1,10,3,3,3,4,4,3.4
50,2,10,2,3,3,4,3,3.0
50,3,10,4,3,3,4,3,3.4
51,1,11,3,3,3,4,4,3.4
51,2,11,4,3,4,4,3,3.6
51,3,11,4,4,4,4,4,4.0
52,1,11,4,3,3,4,4,3.6
52,2,11,4,3,3,3,2,3.0
52,3,11,3,3,4,4,4,3.6
53,1,11,5,5,4,5,4,4.6
53,2,11,4,4,5,4,3,4.0
53,3,11,3,5,5,5,5,4.6
54,1,11,4,3,3,4,4,3.6
54,2,11,2,3,3,3,3,2.8
54,3,11,4,3,4,4,3,3.6
55,1,11,4,5,4,6,3,4.4
55,2,11,4,3,3,4,4,3.6
55,3,11,3,4,4,4,3,3.6
56,1,12,2,2,2,2,4,2.4
56,2,12,2,2,1,3,3,2.2
56,3,12,3,2,3,2,2,2.4
57,1,12,3,3,4,3,2,3.0
57,2,12,3,3,3,4,3,3.2
57,3,12,3,4,3,3,2,3.0
58,1,12,5,4,5,5,4,4.6
58,2,12,4,4,4,5,5,4.4
58,3,12,5,4,4,4,5,4.4
59,1,12,4,5,2,4,4,3.8
59,2,12,3,4,3,4,3,3.4
59,3,12,4,4,4,3,3,3.6
60,1,12,4,4,3,4,3,3.6
60,2,12,3,4,3,3,4,3.4
60,3,12,4,3,5,3,3,3.6
61,1,13,4,4,5,4,3,4.0
61,2,13,4,4,4,4,5,4.2
61,3,13,3,3,3,3,5,3.4
62,1,13,4,3,4,3,4,3.6
62,2,13,4,3,3,3,4,3.4
62,3,13,4,3,3,4,4,3.6
63,1,13,4,5,4,4,4,4.2
63,2,13,3,3,4,3,2,3.0
63,3,13,4,3,4,3,4,3.6
64,1,13,4,5,4,5,5,4.6
64,2,13,3,3,5,4,5,4.0
64,3,13,4,4,5,4,4,4.2
65,1,13,4,4,5,3,4,4.0
65,2,13,4,4,4,4,4,4.0
65,3,13,3,4,3,3,4,3.4
66,1,14,5,5,6,5,5,5.2
66,2,14,5,5,5,5,4,4.8
66,3,14,5,5,5,5,4,4.8
67,1,14,5,5,4,5,3,4.4
67,2,14,4,4,4,4,4,4.0
67,3,14,4,4,4,4,3,3.8
68,1,14,3,5,3,3,4,3.6
68,2,14,2,3,3,4,3,3.0
68,3,14,3,4,4,3,4,3.6
69,1,14,4,4,5,5,4,4.4
69,2,14,4,5,4,4,3,4.0
69,3,14,5,6,4,6,5,5.2
70,1,14,3,4,4,4,3,3.6
70,2,14,3,2,4,4,3,3.2
70,3,14,4,4,3,3,4,3.6
71,1,15,3,5,3,4,4,3.8
71,2,15,3,2,4,4,4,3.4
71,3,15,2,2,3,3,2,2.4
72,1,15,4,4,4,4,6,4.4
72,2,15,5,4,5,4,3,4.2
72,3,15,4,4,4,4,5,4.2
73,1,15,3,4,3,3,3,3.2
73,2,15,2,3,4,3,3,3.0
73,3,15,2,1,3,3,1,2.0
74,1,15,4,4,5,3,4,4.0
74,2,15,5,3,3,3,3,3.4
74,3,15,3,3,3,3,2,2.8
75,1,15,5,3,4,4,5,4.2
75,2,15,3,4,4,4,4,3.8
75,3,15,3,4,3,4,3,3.4
76,1,16,3,4,3,3,4,3.4
76,2,16,2,1,2,3,2,2.0
76,3,16,3,2,2,4,4,3.0
77,1,16,4,3,3,3,4,3.4
77,2,16,3,2,2,3,2,2.4
77,3,16,2,2,2,2,3,2.2
78,1,16,2,4,3,4,4,3.4
78,2,16,2,3,2,2,3,2.4
78,3,16,3,3,4,2,4,3.2
79,1,16,4,4,5,5,5,4.6
79,2,16,4,3,4,4,3,3.6
79,3,16,4,4,4,4,4,4.0
80,1,16,4,5,6,4,5,4.8
80,2,16,3,2,3,1,3,2.4
80,3,16,4,4,4,4,4,4.0
81,1,17,6,5,5,4,4,4.8
81,2,17,3,3,3,5,3,3.4
81,3,17,4,5,5,5,3,4.4
82,1,17,5,5,5,3,4,4.4
82,2,17,3,2,3,3,4,3.0
82,3,17,3,4,3,4,4,3.6
83,1,17,5,5,6,5,4,5.0
83,2,17,4,3,3,4,3,3.4
83,3,17,5,4,4,5,3,4.2
84,1,17,5,5,5,6,5,5.2
84,2,17,4,4,3,4,5,4.0
84,3,17,4,3,4,4,4,3.8
85,1,17,5,5,5,5,4,4.8
85,2,17,4,4,4,4,4,4.0
85,3,17,4,6,5,5,5,5.0
86,1,18,4,5,5,5,5,4.8
86,2,18,5,5,4,5,5,4.8
86,3,18,3,4,4,4,4,3.8
87,1,18,4,4,4,3,4,3.8
87,2,18,4,5,4,4,4,4.2
87,3,18,3,2,3,4,3,3.0
88,1,18,4,3,5,5,5,4.4
88,2,18,5,5,5,4,5,4.8
88,3,18,5,3,3,4,3,3.6
89,1,18,4,3,4,4,3,3.6
89,2,18,5,4,4,3,5,4.2
89,3,18,2,4,4,4,2,3.2
90,1,18,3,5,5,4,5,4.4
90,2,18,3,5,5,5,4,4.4
90,3,18,4,3,4,5,4,4.0
91,1,19,4,3,3,4,2,3.2
91,2,19,2,3,4,3,3,3.0
91,3,19,3,3,3,3,4,3.2
92,1,19,3,4,4,3,3,3.4
92,2,19,4,3,2,4,3,3.2
92,3,19,4,4,4,4,4,4.0
93,1,19,3,3,3,2,3,2.8
93,2,19,4,3,3,4,3,3.4
93,3,19,3,3,3,3,3,3.0
94,1,19,3,4,4,4,5,4.0
94,2,19,3,4,4,4,4,3.8
94,3,19,4,4,4,5,4,4.2
95,1,19,4,3,2,3,3,3.0
95,2,19,3,4,3,4,3,3.4
95,3,19,3,3,3,3,3,3.0
96,1,20,4,5,4,5,5,4.6
96,2,20,4,5,4,4,4,4.2
96,3,20,5,5,4,6,5,5.0
97,1,20,3,4,4,4,5,4.0
97,2,20,4,4,4,4,3,3.8
97,3,20,4,4,5,4,4,4.2
98,1,20,4,5,3,5,5,4.4
98,2,20,6,5,6,6,4,5.4
98,3,20,4,6,4,5,5,4.8
99,1,20,5,5,5,4,5,4.8
99,2,20,5,4,4,5,4,4.4
99,3,20,4,5,5,5,5,4.8
100,1,20,3,4,4,4,4,3.8
100,2,20,4,4,5,3,4,4.0
100,3,20,5,5,5,5,4,4.8
101,1,21,3,4,5,2,3,3.4
101,2,21,4,4,3,4,4,3.8
101,3,21,3,3,4,4,4,3.6
102,1,21,5,4,5,4,4,4.4
102,2,21,4,4,4,5,5,4.4
102,3,21,4,4,3,3,3,3.4
103,1,21,5,4,5,4,5,4.6
103,2,21,4,4,4,4,4,4.0
103,3,21,5,4,4,4,3,4.0
104,1,21,4,3,5,5,5,4.4
104,2,21,4,4,3,4,4,3.8
104,3,21,4,3,3,4,4,3.6
105,1,21,5,4,4,4,3,4.0
105,2,21,5,4,3,4,3,3.8
105,3,21,4,3,4,4,3,3.6
106,1,22,5,3,4,4,4,4.0
106,2,22,4,4,3,3,4,3.6
106,3,22,4,4,2,3,4,3.4
107,1,22,4,6,5,4,4,4.6
107,2,22,2,4,3,2,2,2.6
107,3,22,4,2,3,4,3,3.2
108,1,22,2,3,4,3,4,3.2
108,2,22,3,3,3,3,2,2.8
108,3,22,3,2,2,4,4,3.0
109,1,22,4,4,4,3,4,3.8
109,2,22,3,3,4,3,3,3.2
109,3,22,3,3,5,2,3,3.2
110,1,22,5,4,3,4,5,4.2
110,2,22,2,4,4,4,2,3.2
110,3,22,3,4,3,3,4,3.4
111,1,23,4,5,5,5,4,4.6
111,2,23,4,3,5,4,4,4.0
111,3,23,3,4,5,5,4,4.2
112,1,23,5,5,6,4,4,4.8
112,2,23,4,3,4,4,4,3.8
112,3,23,4,4,5,4,3,4.0
113,1,23,4,5,5,4,4,4.4
113,2,23,3,2,4,3,1,2.6
113,3,23,4,4,4,2,5,3.8
114,1,23,4,4,3,3,3,3.4
114,2,23,3,3,3,2,2,2.6
114,3,23,3,3,3,3,3,3.0
115,1,23,4,5,4,4,4,4.2
115,2,23,4,4,4,4,3,3.8
115,3,23,4,2,4,4,3,3.4
116,1,24,4,4,3,4,4,3.8
116,2,24,3,5,4,4,4,4.0
116,3,24,2,4,3,3,3,3.0
117,1,24,5,5,5,3,5,4.6
117,2,24,4,3,4,3,4,3.6
117,3,24,4,4,3,3,4,3.6
118,1,24,3,3,3,3,2,2.8
118,2,24,2,4,3,3,3,3.0
118,3,24,3,1,3,2,2,2.2
119,1,24,3,3,5,4,4,3.8
119,2,24,4,3,3,3,4,3.4
119,3,24,4,4,3,3,4,3.6
120,1,24,5,6,4,5,5,5.0
120,2,24,4,4,4,4,4,4.0
120,3,24,4,4,4,3,3,3.6
121,1,25,5,4,4,4,5,4.4
121,2,25,4,4,4,4,5,4.2
121,3,25,5,4,3,4,4,4.0
122,1,25,3,4,5,4,4,4.0
122,2,25,3,5,4,4,4,4.0
122,3,25,4,4,4,4,4,4.0
123,1,25,6,5,4,5,5,5.0
123,2,25,5,5,6,6,5,5.4
123,3,25,4,5,5,5,4,4.6
124,1,25,4,4,5,4,4,4.2
124,2,25,5,5,5,5,6,5.2
124,3,25,5,5,5,4,4,4.6
125,1,25,6,5,6,5,6,5.6
125,2,25,7,6,5,5,6,5.8
125,3,25,6,6,5,5,6,5.6
126,1,26,5,4,4,4,4,4.2
126,2,26,4,4,4,3,5,4.0
126,3,26,3,3,5,5,5,4.2
127,1,26,4,4,3,4,5,4.0
127,2,26,5,5,4,4,4,4.4
127,3,26,3,4,4,4,3,3.6
128,1,26,3,3,5,4,4,3.8
128,2,26,2,3,4,3,4,3.2
128,3,26,3,3,2,2,3,2.6
129,1,26,3,4,2,3,3,3.0
129,2,26,4,3,4,4,2,3.4
129,3,26,2,2,3,3,3,2.6
130,1,26,3,3,4,3,4,3.4
130,2,26,3,3,4,2,3,3.0
130,3,26,3,3,3,3,2,2.8
131,1,27,5,3,6,6,5,5.0
131,2,27,4,5,4,5,3,4.2
131,3,27,4,4,5,3,5,4.2
132,1,27,3,3,3,3,5,3.4
132,2,27,3,2,3,4,3,3.0
132,3,27,3,3,3,3,3,3.0
133,1,27,4,3,5,3,4,3.8
133,2,27,4,4,3,3,2,3.2
133,3,27,3,2,3,3,3,2.8
134,1,27,4,5,4,4,5,4.4
134,2,27,3,3,3,3,3,3.0
134,3,27,4,4,5,5,5,4.6
135,1,27,4,4,5,5,5,4.6
135,2,27,4,3,5,4,5,4.2
135,3,27,4,4,3,4,4,3.8
136,1,28,3,4,3,4,3,3.4
136,2,28,2,3,3,4,2,2.8
136,3,28,3,3,3,3,3,3.0
137,1,28,3,3,4,4,3,3.4
137,2,28,3,3,3,3,3,3.0
137,3,28,4,4,3,3,3,3.4
138,1,28,5,4,4,4,5,4.4
138,2,28,5,3,4,3,4,3.8
138,3,28,4,4,4,4,4,4.0
139,1,28,5,5,3,5,4,4.4
139,2,28,3,3,4,4,3,3.4
139,3,28,5,5,4,4,4,4.4
140,1,28,5,4,4,4,3,4.0
140,2,28,3,3,2,3,3,2.8
140,3,28,3,4,3,4,4,3.6
141,1,29,5,7,6,6,5,5.8
141,2,29,5,6,4,5,4,4.8
141,3,29,4,5,5,6,4,4.8
142,1,29,4,4,6,4,5,4.6
142,2,29,4,4,5,5,5,4.6
142,3,29,3,4,4,4,4,3.8
143,1,29,5,5,5,4,5,4.8
143,2,29,6,4,4,5,5,4.8
143,3,29,4,4,5,6,4,4.6
144,1,29,4,5,4,5,5,4.6
144,2,29,5,5,5,4,4,4.6
144,3,29,4,4,3,4,4,3.8
145,1,29,4,6,5,6,5,5.2
145,2,29,5,5,4,5,6,5.0
145,3,29,5,5,4,5,4,4.6
146,1,30,4,4,4,4,4,4.0
146,2,30,3,3,2,2,3,2.6
146,3,30,4,3,3,4,3,3.4
147,1,30,4,3,4,5,3,3.8
147,2,30,2,3,3,2,2,2.4
147,3,30,3,2,3,3,2,2.6
148,1,30,4,4,5,5,5,4.6
148,2,30,4,3,3,3,4,3.4
148,3,30,3,4,3,3,4,3.4
149,1,30,3,3,3,4,4,3.4
149,2,30,2,3,2,3,1,2.2
149,3,30,3,3,2,3,4,3.0
150,1,30,4,3,3,3,4,3.4
150,2,30,3,4,2,4,2,3.0
150,3,30,3,2,3,4,3,3.0
