participant,condition,stimulus,item1,item2,item3,item4,item5,vt
86,3,18,4,4,5,4,5,4.4
87,1,18,3,4,5,3,5,4.0
87,2,18,4,4,4,4,5,4.2
87,3,18,4,4,4,4,6,4.4
88,1,18,4,5,5,5,5,4.8
88,2,18,5,4,5,5,4,4.6
88,3,18,5,4,5,4,5,4.6
89,1,18,4,3,4,4,4,3.8
89,2,18,4,4,5,5,4,4.4
89,3,18,4,4,2,3,4,3.4
90,1,18,4,3,3,3,4,3.4
90,2,18,4,5,4,4,5,4.4
90,3,18,4,4,3,4,4,3.8
91,1,19,3,3,2,4,3,3.0
91,2,19,3,4,4,4,2,3.4
91,3,19,3,3,3,2,3,2.8
92,1,19,5,5,4,5,5,4.8
92,2,19,5,5,4,5,4,4.6
92,3,19,3,2,4,4,4,3.4
93,1,19,5,4,5,4,4,4.4
93,2,19,5,4,4,4,5,4.4
93,3,19,4,3,4,3,3,3.4
94,1,19,4,4,4,4,4,4.0
94,2,19,3,4,3,4,5,3.8
94,3,19,3,3,3,3,2,2.8
95,1,19,5,3,5,5,5,4.6
95,2,19,5,4,5,6,4,4.8
95,3,19,4,4,3,4,4,3.8
96,1,20,4,4,3,3,3,3.4
96,2,20,3,3,4,4,4,3.6
96,3,20,2,2,3,3,3,2.6
97,1,20,4,3,3,4,4,3.6
97,2,20,4,4,4,3,5,4.0
97,3,20,3,4,3,2,4,3.2
98,1,20,3,4,4,4,6,4.2
98,2,20,4,4,4,5,4,4.2
98,3,20,3,3,3,3,3,3.0
99,1,20,5,5,6,3,5,4.8
99,2,20,5,4,4,5,3,4.2
99,3,20,3,5,3,3,3,3.4
100,1,20,5,6,5,4,4,4.8
100,2,20,5,4,4,6,5,4.8
100,3,20,5,4,4,3,4,4.0
