participant,condition,stimulus,item1,item2,item3,item4,item5,vt
60,1,1,4.0,4.0,4.0,5.0,4.0,4.2
61,1,2,4.0,4.0,3.0,4.0,2.0,3.4
62,1,3,3.0,3.0,4.0,4.0,3.0,3.4
63,1,4,3.0,4.0,3.0,5.0,4.0,3.8
64,1,5,5.0,3.0,5.0,4.0,4.0,4.2
65,1,6,5.0,5.0,5.0,4.0,4.0,4.6
66,1,7,4.0,4.0,4.0,4.0,3.0,3.8
67,1,8,5.0,4.0,4.0,4.0,3.0,4.0
68,1,9,4.0,4.0,5.0,3.0,4.0,4.0
69,1,10,3.0,4.0,4.0,4.0,4.0,3.8
70,1,11,4.0,4.0,3.0,5.0,4.0,4.0
71,1,12,5.0,4.0,4.0,2.0,5.0,4.0
72,1,13,4.0,5.0,6.0,5.0,4.0,4.8
73,1,14,5.0,3.0,3.0,5.0,3.0,3.8
74,1,15,2.0,4.0,4.0,4.0,4.0,3.6
75,1,16,5.0,6.0,4.0,4.0,3.0,4.4
76,1,17,4.0,3.0,4.0,4.0,4.0,3.8
77,1,18,4.0,3.0,3.0,5.0,5.0,4.0
78,1,19,4.0,4.0,5.0,5.0,5.0,4.6
79,1,20,2.0,4.0,6.0,3.0,5.0,4.0
80,1,21,4.0,4.0,4.0,4.0,4.0,4.0
81,1,22,4.0,4.0,3.0,4.0,5.0,4.0
82,1,23,5.0,5.0,3.0,4.0,4.0,4.2
83,1,24,4.0,5.0,4.0,3.0,5.0,4.2
84,1,25,3.0,4.0,5.0,5.0,4.0,4.2
85,1,26,4.0,4.0,4.0,5.0,5.0,4.4
86,1,27,5.0,5.0,4.0,3.0,5.0,4.4
87,1,28,4.0,6.0,4.0,3.0,4.0,4.2
88,1,29,4.0,4.0,3.0,4.0,4.0,3.8
89,1,30,4.0,3.0,5.0,4.0,5.0,4.2
90,1,31,4.0,5.0,5.0,4.0,4.0,4.4
91,1,32,5.0,4.0,3.0,5.0,3.0,4.0
92,1,33,3.0,2.0,5.0,5.0,6.0,4.2
93,1,34,4.0,5.0,4.0,5.0,4.0,4.4
94,1,35,4.0,4.0,5.0,4.0,4.0,4.2
95,1,36,3.0,4.0,3.0,3.0,5.0,3.6
96,1,37,4.0,4.0,3.0,4.0,4.0,3.8
97,1,38,4.0,4.0,4.0,5.0,3.0,4.0
98,1,39,4.0,5.0,4.0,4.0,4.0,4.2
99,1,40,4.0,4.0,5.0,4.0,3.0,4.0
100,1,41,3.0,4.0,5.0,4.0,4.0,4.0
101,1,42,4.0,4.0,4.0,3.0,4.0,3.8
102,1,43,4.0,5.0,3.0,4.0,4.0,4.0
103,1,44,3.0,4.0,5.0,4.0,3.0,3.8
104,1,45,4.0,3.0,3.0,3.0,5.0,3.6
105,1,46,4.0,5.0,5.0,4.0,4.0,4.4
106,1,47,6.0,4.0,4.0,3.0,5.0,4.4
107,1,48,4.0,5.0,5.0,5.0,4.0,4.6
108,1,49,4.0,4.0,5.0,4.0,3.0,4.0
109,1,50,4.0,5.0,4.0,5.0,4.0,4.4
110,1,51,2.0,4.0,4.0,5.0,4.0,3.8
111,1,52,4.0,4.0,4.0,4.0,3.0,3.8
112,1,53,4.0,4.0,4.0,3.0,5.0,4.0
113,1,54,6.0,4.0,4.0,2.0,4.0,4.0
114,1,55,4.0,5.0,4.0,3.0,3.0,3.8
115,1,56,4.0,3.0,4.0,3.0,5.0,3.8
116,1,57,4.0,3.0,4.0,5.0,4.0,4.0
117,1,58,3.0,3.0,2.0,4.0,4.0,3.2
118,1,59,5.0,5.0,4.0,4.0,3.0,4.2
119,1,60,5.0,5.0,3.0,2.0,5.0,4.0
120,1,1,5.0,4.0,3.0,3.0,3.0,3.6
121,1,2,3.0,4.0,3.0,5.0,4.0,3.8
122,1,3,5.0,4.0,3.0,4.0,5.0,4.2
123,1,4,3.0,5.0,3.0,4.0,4.0,3.8
124,1,5,4.0,3.0,3.0,4.0,4.0,3.6
125,1,6,6.0,4.0,6.0,5.0,3.0,4.8
126,1,7,3.0,5.0,4.0,4.0,3.0,3.8
127,1,8,4.0,4.0,4.0,4.0,4.0,4.0
128,1,9,4.0,4.0,4.0,4.0,3.0,3.8
129,1,10,4.0,5.0,4.0,6.0,4.0,4.6
130,1,11,3.0,2.0,4.0,2.0,5.0,3.2
131,1,12,4.0,5.0,3.0,5.0,5.0,4.4
132,1,13,3.0,3.0,5.0,4.0,3.0,3.6
133,1,14,4.0,3.0,5.0,4.0,6.0,4.4
134,1,15,3.0,4.0,3.0,3.0,5.0,3.6
135,1,16,5.0,5.0,3.0,4.0,4.0,4.2
136,1,17,3.0,4.0,4.0,5.0,5.0,4.2
137,1,18,4.0,5.0,3.0,6.0,6.0,4.8
138,1,19,5.0,5.0,4.0,5.0,3.0,4.4
139,1,20,3.0,5.0,3.0,3.0,4.0,3.6
140,1,21,4.0,5.0,6.0,4.0,2.0,4.2
141,1,22,5.0,5.0,5.0,4.0,4.0,4.6
142,1,23,3.0,4.0,4.0,3.0,4.0,3.6
143,1,24,4.0,3.0,5.0,4.0,4.0,4.0
144,1,25,4.0,4.0,5.0,5.0,3.0,4.2
145,1,26,5.0,3.0,4.0,3.0,2.0,3.4
146,1,27,3.0,6.0,3.0,5.0,4.0,4.2
147,1,28,3.0,4.0,4.0,4.0,5.0,4.0
148,1,29,4.0,4.0,5.0,3.0,4.0,4.0
149,1,30,4.0,4.0,4.0,4.0,4.0,4.0
150,1,31,4.0,4.0,3.0,5.0,3.0,3.8
151,1,32,4.0,5.0,3.0,5.0,4.0,4.2
152,1,33,3.0,4.0,4.0,4.0,4.0,3.8
153,1,34,4.0,4.0,4.0,4.0,3.0,3.8
154,1,35,4.0,3.0,6.0,4.0,3.0,4.0
155,1,36,3.0,3.0,3.0,4.0,4.0,3.4
156,1,37,5.0,4.0,4.0,2.0,4.0,3.8
157,1,38,4.0,4.0,5.0,6.0,3.0,4.4
158,1,39,3.0,4.0,6.0,4.0,4.0,4.2
159,1,40,5.0,3.0,4.0,4.0,4.0,4.0
160,1,41,3.0,3.0,4.0,4.0,3.0,3.4
161,1,42,5.0,4.0,4.0,3.0,5.0,4.2
162,1,43,5.0,3.0,4.0,4.0,3.0,3.8
163,1,44,3.0,5.0,4.0,3.0,3.0,3.6
164,1,45,5.0,4.0,4.0,6.0,3.0,4.4
165,1,46,4.0,3.0,2.0,3.0,5.0,3.4
166,1,47,5.0,4.0,5.0,3.0,4.0,4.2
167,1,48,6.0,3.0,4.0,4.0,3.0,4.0
168,1,49,4.0,4.0,4.0,5.0,5.0,4.4
169,1,50,3.0,5.0,6.0,4.0,4.0,4.4
170,1,51,3.0,2.0,3.0,3.0,4.0,3.0
171,1,52,3.0,4.0,4.0,5.0,4.0,4.0
172,1,53,4.0,4.0,6.0,5.0,3.0,4.4
173,1,54,4.0,5.0,3.0,4.0,4.0,4.0
174,1,55,4.0,4.0,4.0,5.0,4.0,4.2
175,1,56,5.0,3.0,4.0,6.0,5.0,4.6
176,1,57,4.0,4.0,5.0,6.0,3.0,4.4
177,1,58,5.0,3.0,4.0,3.0,5.0,4.0
178,1,59,4.0,5.0,3.0,5.0,4.0,4.2
179,1,60,6.0,4.0,4.0,4.0,4.0,4.4
180,2,1,4.0,4.0,3.0,5.0,4.0,4.0
181,2,2,2.0,4.0,5.0,4.0,4.0,3.8
182,2,3,3.0,4.0,4.0,5.0,4.0,4.0
183,2,4,4.0,3.0,4.0,4.0,3.0,3.6
184,2,5,4.0,2.0,3.0,5.0,2.0,3.2
185,2,6,3.0,4.0,4.0,3.0,4.0,3.6
186,2,7,4.0,3.0,4.0,3.0,4.0,3.6
187,2,8,4.0,3.0,2.0,1.0,5.0,3.0
188,2,9,3.0,4.0,5.0,5.0,3.0,4.0
189,2,10,3.0,3.0,5.0,5.0,5.0,4.2
190,2,11,4.0,4.0,3.0,3.0,5.0,3.8
191,2,12,3.0,4.0,3.0,3.0,3.0,3.2
192,2,13,4.0,4.0,4.0,3.0,3.0,3.6
193,2,14,2.0,3.0,4.0,4.0,3.0,3.2
194,2,15,4.0,5.0,4.0,4.0,4.0,4.2
195,2,16,4.0,4.0,4.0,2.0,4.0,3.6
196,2,17,4.0,3.0,4.0,4.0,3.0,3.6
197,2,18,4.0,4.0,5.0,3.0,5.0,4.2
198,2,19,5.0,2.0,4.0,4.0,3.0,3.6
199,2,20,4.0,4.0,3.0,4.0,2.0,3.4
200,2,21,2.0,3.0,5.0,3.0,4.0,3.4
201,2,22,3.0,3.0,5.0,4.0,2.0,3.4
202,2,23,3.0,2.0,6.0,3.0,3.0,3.4
203,2,24,4.0,4.0,3.0,4.0,6.0,4.2
204,2,25,4.0,3.0,4.0,4.0,4.0,3.8
205,2,26,3.0,5.0,2.0,4.0,3.0,3.4
206,2,27,4.0,3.0,4.0,3.0,4.0,3.6
207,2,28,3.0,2.0,3.0,3.0,4.0,3.0
208,2,29,3.0,3.0,5.0,4.0,4.0,3.8
209,2,30,2.0,5.0,3.0,4.0,4.0,3.6
210,2,31,3.0,3.0,2.0,4.0,3.0,3.0
211,2,32,3.0,3.0,3.0,5.0,5.0,3.8
212,2,33,3.0,4.0,2.0,4.0,4.0,3.4
213,2,34,4.0,4.0,4.0,4.0,4.0,4.0
214,2,35,3.0,4.0,2.0,3.0,3.0,3.0
215,2,36,6.0,5.0,4.0,2.0,5.0,4.4
216,2,37,4.0,3.0,2.0,3.0,3.0,3.0
217,2,38,4.0,3.0,3.0,3.0,4.0,3.4
218,2,39,3.0,3.0,5.0,4.0,3.0,3.6
219,2,40,4.0,4.0,4.0,3.0,3.0,3.6
220,2,41,3.0,3.0,3.0,3.0,4.0,3.2
221,2,42,4.0,3.0,4.0,2.0,3.0,3.2
222,2,43,6.0,4.0,4.0,3.0,3.0,4.0
223,2,44,4.0,4.0,4.0,4.0,3.0,3.8
224,2,45,5.0,4.0,3.0,5.0,4.0,4.2
225,2,46,3.0,3.0,4.0,4.0,3.0,3.4
226,2,47,4.0,3.0,1.0,4.0,4.0,3.2
227,2,48,5.0,3.0,3.0,4.0,4.0,3.8
228,2,49,3.0,4.0,3.0,3.0,2.0,3.0
229,2,50,5.0,4.0,4.0,4.0,2.0,3.8
230,2,51,4.0,2.0,4.0,3.0,4.0,3.4
231,2,52,3.0,3.0,2.0,4.0,3.0,3.0
232,2,53,4.0,2.0,3.0,4.0,4.0,3.4
233,2,54,4.0,3.0,4.0,4.0,4.0,3.8
234,2,55,4.0,4.0,4.0,3.0,4.0,3.8
235,2,56,2.0,2.0,3.0,4.0,5.0,3.2
236,2,57,3.0,3.0,3.0,5.0,4.0,3.6
237,2,58,3.0,3.0,4.0,3.0,4.0,3.4
238,2,59,4.0,4.0,3.0,3.0,3.0,3.4
239,2,60,4.0,4.0,4.0,4.0,6.0,4.4
240,2,1,4.0,3.0,5.0,4.0,5.0,4.2
241,2,2,3.0,4.0,2.0,3.0,4.0,3.2
242,2,3,4.0,3.0,2.0,1.0,4.0,2.8
243,2,4,4.0,3.0,4.0,5.0,5.0,4.2
244,2,5,4.0,5.0,3.0,4.0,3.0,3.8
245,2,6,4.0,5.0,3.0,2.0,3.0,3.4
246,2,7,4.0,3.0,3.0,3.0,4.0,3.4
247,2,8,4.0,4.0,3.0,5.0,4.0,4.0
248,2,9,4.0,4.0,5.0,5.0,4.0,4.4
249,2,10,2.0,3.0,4.0,4.0,3.0,3.2
250,2,11,4.0,4.0,4.0,3.0,2.0,3.4
251,2,12,4.0,5.0,2.0,4.0,4.0,3.8
252,2,13,4.0,3.0,3.0,3.0,4.0,3.4
253,2,14,3.0,3.0,1.0,5.0,3.0,3.0
254,2,15,3.0,4.0,3.0,3.0,5.0,3.6
255,2,16,4.0,4.0,4.0,3.0,3.0,3.6
256,2,17,4.0,4.0,4.0,4.0,3.0,3.8
257,2,18,4.0,4.0,3.0,4.0,4.0,3.8
258,2,19,4.0,4.0,4.0,5.0,4.0,4.2
259,2,20,4.0,3.0,3.0,3.0,4.0,3.4
260,2,21,4.0,4.0,4.0,4.0,3.0,3.8
261,2,22,3.0,5.0,4.0,3.0,5.0,4.0
262,2,23,4.0,3.0,2.0,4.0,5.0,3.6
263,2,24,3.0,4.0,4.0,2.0,4.0,3.4
264,2,25,3.0,2.0,4.0,3.0,5.0,3.4
265,2,26,3.0,4.0,3.0,2.0,3.0,3.0
266,2,27,4.0,4.0,4.0,4.0,4.0,4.0
267,2,28,3.0,4.0,6.0,4.0,4.0,4.2
268,2,29,5.0,4.0,4.0,2.0,4.0,3.8
269,2,30,3.0,3.0,4.0,5.0,4.0,3.8
270,2,31,3.0,4.0,3.0,6.0,1.0,3.4
271,2,32,3.0,3.0,4.0,4.0,3.0,3.4
272,2,33,5.0,4.0,4.0,3.0,3.0,3.8
273,2,34,4.0,3.0,4.0,6.0,3.0,4.0
274,2,35,4.0,4.0,3.0,3.0,4.0,3.6
275,2,36,2.0,3.0,4.0,4.0,3.0,3.2
276,2,37,4.0,3.0,5.0,4.0,3.0,3.8
277,2,38,4.0,4.0,4.0,5.0,3.0,4.0
278,2,39,4.0,3.0,4.0,4.0,3.0,3.6
279,2,40,4.0,2.0,3.0,3.0,4.0,3.2
280,2,41,3.0,5.0,4.0,3.0,3.0,3.6
281,2,42,5.0,5.0,4.0,3.0,3.0,4.0
282,2,43,5.0,3.0,3.0,3.0,3.0,3.4
283,2,44,3.0,4.0,4.0,4.0,4.0,3.8
284,2,45,3.0,3.0,3.0,3.0,4.0,3.2
285,2,46,5.0,4.0,3.0,2.0,1.0,3.0
286,2,47,5.0,4.0,4.0,5.0,4.0,4.4
287,2,48,3.0,3.0,4.0,3.0,5.0,3.6
288,2,49,3.0,3.0,3.0,3.0,3.0,3.0
289,2,50,3.0,3.0,4.0,3.0,3.0,3.2
290,2,51,3.0,3.0,4.0,4.0,3.0,3.4
291,2,52,3.0,3.0,3.0,2.0,3.0,2.8
292,2,53,3.0,4.0,2.0,4.0,4.0,3.4
293,2,54,3.0,3.0,3.0,3.0,2.0,2.8
294,2,55,4.0,4.0,3.0,5.0,3.0,3.8
295,2,56,4.0,5.0,4.0,4.0,5.0,4.4
296,2,57,5.0,3.0,3.0,3.0,3.0,3.4
297,2,58,3.0,4.0,2.0,3.0,5.0,3.4
298,2,59,4.0,4.0,3.0,4.0,4.0,3.8
299,2,60,3.0,4.0,3.0,4.0,2.0,3.2
300,2,1,4.0,4.0,4.0,4.0,4.0,4.0
301,2,2,4.0,4.0,3.0,3.0,4.0,3.6
302,2,3,3.0,4.0,5.0,4.0,3.0,3.8
303,2,4,4.0,3.0,2.0,3.0,4.0,3.2
304,2,5,4.0,4.0,5.0,3.0,4.0,4.0
305,2,6,4.0,4.0,3.0,2.0,4.0,3.4
306,2,7,4.0,3.0,4.0,4.0,5.0,4.0
307,2,8,6.0,4.0,4.0,4.0,4.0,4.4
308,2,9,3.0,4.0,5.0,3.0,2.0,3.4
309,2,10,3.0,3.0,3.0,5.0,3.0,3.4
310,2,11,3.0,4.0,3.0,4.0,6.0,4.0
311,2,12,3.0,5.0,5.0,3.0,4.0,4.0
312,2,13,3.0,3.0,4.0,4.0,5.0,3.8
313,2,14,5.0,2.0,4.0,4.0,5.0,4.0
314,2,15,5.0,4.0,5.0,4.0,4.0,4.4
315,2,16,3.0,4.0,3.0,3.0,4.0,3.4
316,2,17,3.0,3.0,4.0,4.0,4.0,3.6
317,2,18,4.0,5.0,3.0,3.0,2.0,3.4
318,2,19,3.0,3.0,3.0,4.0,4.0,3.4
319,2,20,4.0,4.0,4.0,2.0,5.0,3.8
320,2,21,4.0,3.0,2.0,3.0,3.0,3.0
321,2,22,2.0,5.0,3.0,5.0,4.0,3.8
322,2,23,5.0,5.0,5.0,3.0,4.0,4.4
323,2,24,5.0,3.0,4.0,3.0,3.0,3.6
324,2,25,3.0,3.0,4.0,3.0,3.0,3.2
325,2,26,3.0,4.0,4.0,3.0,3.0,3.4
326,2,27,4.0,3.0,3.0,2.0,3.0,3.0
327,2,28,4.0,4.0,5.0,3.0,3.0,3.8
328,2,29,4.0,4.0,3.0,4.0,3.0,3.6
329,2,30,5.0,2.0,4.0,4.0,5.0,4.0
330,2,31,3.0,4.0,5.0,3.0,3.0,3.6
331,2,32,3.0,3.0,3.0,4.0,4.0,3.4
332,2,33,2.0,3.0,5.0,4.0,3.0,3.4
333,2,34,3.0,5.0,2.0,3.0,5.0,3.6
334,2,35,4.0,3.0,5.0,3.0,5.0,4.0
335,2,36,5.0,4.0,3.0,3.0,4.0,3.8
336,2,37,3.0,3.0,3.0,4.0,4.0,3.4
337,2,38,4.0,3.0,2.0,5.0,3.0,3.4
338,2,39,4.0,4.0,3.0,3.0,3.0,3.4
339,2,40,5.0,4.0,3.0,4.0,5.0,4.2
340,2,41,6.0,4.0,3.0,4.0,3.0,4.0
341,2,42,3.0,4.0,3.0,3.0,4.0,3.4
342,2,43,3.0,3.0,4.0,4.0,4.0,3.6
343,2,44,4.0,3.0,4.0,2.0,3.0,3.2
344,2,45,4.0,3.0,4.0,2.0,4.0,3.4
345,2,46,5.0,3.0,3.0,4.0,4.0,3.8
346,2,47,4.0,6.0,3.0,3.0,5.0,4.2
347,2,48,3.0,5.0,5.0,4.0,3.0,4.0
348,2,49,4.0,3.0,3.0,4.0,3.0,3.4
349,2,50,4.0,3.0,5.0,3.0,3.0,3.6
350,2,51,4.0,4.0,3.0,4.0,4.0,3.8
351,2,52,4.0,4.0,4.0,3.0,4.0,3.8
352,2,53,4.0,4.0,4.0,5.0,3.0,4.0
353,2,54,5.0,3.0,5.0,3.0,2.0,3.6
354,2,55,5.0,3.0,4.0,3.0,4.0,3.8
355,2,56,4.0,4.0,3.0,3.0,5.0,3.8
356,2,57,3.0,4.0,4.0,4.0,4.0,3.8
357,2,58,4.0,2.0,4.0,3.0,4.0,3.4
358,2,59,5.0,3.0,4.0,3.0,4.0,3.8
359,2,60,3.0,3.0,4.0,4.0,4.0,3.6
360,3,1,4.0,4.0,3.0,3.0,5.0,3.8
361,3,2,5.0,3.0,3.0,2.0,5.0,3.6
362,3,3,4.0,4.0,5.0,4.0,3.0,4.0
363,3,4,3.0,3.0,3.0,5.0,5.0,3.8
364,3,5,4.0,2.0,3.0,2.0,3.0,2.8
365,3,6,3.0,4.0,4.0,4.0,4.0,3.8
366,3,7,3.0,5.0,3.0,3.0,3.0,3.4
367,3,8,4.0,4.0,3.0,4.0,4.0,3.8
368,3,9,5.0,4.0,2.0,4.0,4.0,3.8
369,3,10,4.0,4.0,3.0,4.0,2.0,3.4
370,3,11,4.0,3.0,4.0,3.0,4.0,3.6
371,3,12,5.0,5.0,4.0,5.0,5.0,4.8
372,3,13,4.0,4.0,4.0,3.0,3.0,3.6
373,3,14,6.0,5.0,4.0,4.0,5.0,4.8
374,3,15,4.0,3.0,3.0,4.0,3.0,3.4
375,3,16,2.0,5.0,3.0,4.0,4.0,3.6
376,3,17,4.0,4.0,4.0,5.0,2.0,3.8
377,3,18,4.0,4.0,5.0,3.0,6.0,4.4
378,3,19,5.0,4.0,4.0,4.0,5.0,4.4
379,3,20,4.0,3.0,3.0,4.0,3.0,3.4
380,3,21,3.0,5.0,3.0,5.0,2.0,3.6
381,3,22,3.0,4.0,2.0,4.0,4.0,3.4
382,3,23,3.0,2.0,4.0,3.0,2.0,2.8
383,3,24,3.0,3.0,4.0,5.0,4.0,3.8
384,3,25,3.0,3.0,4.0,3.0,4.0,3.4
385,3,26,4.0,4.0,3.0,2.0,3.0,3.2
386,3,27,5.0,4.0,5.0,3.0,4.0,4.2
387,3,28,4.0,5.0,3.0,4.0,4.0,4.0
388,3,29,3.0,2.0,4.0,5.0,4.0,3.6
389,3,30,4.0,4.0,4.0,4.0,4.0,4.0
390,3,31,5.0,2.0,3.0,5.0,2.0,3.4
391,3,32,3.0,4.0,4.0,3.0,4.0,3.6
392,3,33,3.0,4.0,4.0,3.0,3.0,3.4
393,3,34,4.0,4.0,4.0,3.0,2.0,3.4
394,3,35,3.0,3.0,4.0,4.0,5.0,3.8
395,3,36,4.0,5.0,4.0,4.0,5.0,4.4
396,3,37,4.0,4.0,6.0,4.0,4.0,4.4
397,3,38,4.0,4.0,5.0,3.0,5.0,4.2
398,3,39,3.0,3.0,4.0,4.0,4.0,3.6
399,3,40,3.0,4.0,4.0,4.0,3.0,3.6
400,3,41,4.0,3.0,4.0,3.0,3.0,3.4
401,3,42,3.0,4.0,4.0,4.0,5.0,4.0
402,3,43,5.0,5.0,4.0,3.0,3.0,4.0
403,3,44,3.0,4.0,3.0,3.0,4.0,3.4
404,3,45,4.0,3.0,4.0,4.0,3.0,3.6
405,3,46,4.0,4.0,1.0,4.0,3.0,3.2
406,3,47,2.0,3.0,4.0,3.0,4.0,3.2
407,3,48,2.0,4.0,3.0,5.0,3.0,3.4
408,3,49,2.0,4.0,5.0,3.0,3.0,3.4
409,3,50,5.0,2.0,4.0,3.0,5.0,3.8
410,3,51,3.0,3.0,3.0,6.0,5.0,4.0
411,3,52,6.0,3.0,4.0,3.0,4.0,4.0
412,3,53,3.0,3.0,3.0,3.0,3.0,3.0
413,3,54,4.0,3.0,4.0,4.0,3.0,3.6
414,3,55,5.0,4.0,4.0,2.0,4.0,3.8
415,3,56,5.0,4.0,4.0,3.0,4.0,4.0
416,3,57,5.0,3.0,3.0,5.0,3.0,3.8
417,3,58,5.0,3.0,4.0,2.0,4.0,3.6
418,3,59,4.0,4.0,3.0,2.0,4.0,3.4
419,3,60,4.0,5.0,4.0,2.0,2.0,3.4
420,3,1,4.0,3.0,4.0,4.0,3.0,3.6
421,3,2,3.0,3.0,4.0,4.0,3.0,3.4
422,3,3,3.0,4.0,4.0,3.0,4.0,3.6
423,3,4,4.0,3.0,4.0,4.0,5.0,4.0
424,3,5,3.0,3.0,5.0,5.0,4.0,4.0
425,3,6,3.0,4.0,3.0,5.0,3.0,3.6
426,3,7,4.0,2.0,4.0,3.0,4.0,3.4
427,3,8,4.0,5.0,3.0,2.0,3.0,3.4
428,3,9,4.0,4.0,3.0,3.0,4.0,3.6
429,3,10,5.0,3.0,4.0,3.0,4.0,3.8
430,3,11,3.0,4.0,4.0,3.0,5.0,3.8
431,3,12,3.0,4.0,3.0,3.0,4.0,3.4
432,3,13,3.0,2.0,3.0,4.0,5.0,3.4
433,3,14,2.0,5.0,3.0,5.0,4.0,3.8
434,3,15,4.0,4.0,3.0,3.0,3.0,3.4
435,3,16,4.0,4.0,4.0,4.0,5.0,4.2
436,3,17,5.0,4.0,2.0,4.0,4.0,3.8
437,3,18,4.0,3.0,5.0,4.0,3.0,3.8
438,3,19,3.0,4.0,3.0,4.0,5.0,3.8
439,3,20,5.0,3.0,4.0,4.0,5.0,4.2
440,3,21,5.0,4.0,3.0,5.0,4.0,4.2
441,3,22,4.0,2.0,4.0,2.0,3.0,3.0
442,3,23,3.0,4.0,4.0,3.0,3.0,3.4
443,3,24,3.0,3.0,4.0,3.0,4.0,3.4
444,3,25,3.0,4.0,3.0,4.0,5.0,3.8
445,3,26,4.0,4.0,4.0,5.0,4.0,4.2
446,3,27,5.0,3.0,3.0,4.0,4.0,3.8
447,3,28,5.0,3.0,3.0,2.0,5.0,3.6
448,3,29,3.0,4.0,4.0,4.0,3.0,3.6
449,3,30,3.0,3.0,4.0,4.0,4.0,3.6
450,3,31,4.0,4.0,4.0,2.0,3.0,3.4
451,3,32,2.0,3.0,3.0,4.0,4.0,3.2
452,3,33,4.0,1.0,4.0,2.0,4.0,3.0
453,3,34,3.0,3.0,4.0,3.0,4.0,3.4
454,3,35,3.0,3.0,2.0,3.0,3.0,2.8
455,3,36,2.0,2.0,4.0,4.0,5.0,3.4
456,3,37,4.0,3.0,4.0,4.0,3.0,3.6
457,3,38,3.0,4.0,5.0,3.0,3.0,3.6
458,3,39,3.0,5.0,3.0,4.0,5.0,4.0
459,3,40,1.0,4.0,1.0,2.0,4.0,2.4
460,3,41,4.0,3.0,4.0,4.0,2.0,3.4
461,3,42,5.0,4.0,4.0,3.0,3.0,3.8
462,3,43,5.0,3.0,2.0,3.0,2.0,3.0
463,3,44,3.0,3.0,3.0,4.0,3.0,3.2
