participant,condition,stimulus,item1,item2,item3,item4,item5,vt
159,2,10,5.0,4.0,4.0,3.0,3.0,3.8
160,2,11,4.0,4.0,3.0,5.0,4.0,4.0
161,2,12,4.0,4.0,4.0,3.0,4.0,3.8
162,2,13,4.0,4.0,5.0,3.0,4.0,4.0
163,2,14,3.0,4.0,3.0,3.0,4.0,3.4
164,2,15,6.0,4.0,3.0,4.0,4.0,4.2
165,2,16,4.0,4.0,4.0,3.0,3.0,3.6
166,2,17,4.0,3.0,4.0,3.0,5.0,3.8
167,2,18,4.0,3.0,3.0,5.0,4.0,3.8
168,2,19,4.0,3.0,4.0,3.0,3.0,3.4
169,2,20,4.0,5.0,5.0,4.0,4.0,4.4
170,2,21,3.0,4.0,4.0,4.0,4.0,3.8
171,2,22,4.0,1.0,3.0,2.0,4.0,2.8
172,2,23,5.0,4.0,2.0,4.0,6.0,4.2
173,2,24,5.0,4.0,4.0,3.0,3.0,3.8
174,2,25,5.0,4.0,4.0,4.0,3.0,4.0
175,2,26,3.0,3.0,4.0,3.0,4.0,3.4
176,2,27,3.0,4.0,4.0,4.0,4.0,3.8
177,2,28,3.0,4.0,3.0,4.0,2.0,3.2
178,2,29,4.0,3.0,3.0,4.0,2.0,3.2
179,2,30,4.0,4.0,4.0,4.0,3.0,3.8
180,2,31,2.0,3.0,4.0,3.0,2.0,2.8
181,2,32,5.0,2.0,2.0,3.0,3.0,3.0
182,2,33,3.0,3.0,5.0,5.0,4.0,4.0
183,2,34,3.0,4.0,4.0,3.0,3.0,3.4
184,2,35,3.0,4.0,5.0,3.0,2.0,3.4
185,2,36,2.0,4.0,3.0,4.0,4.0,3.4
186,2,37,4.0,4.0,3.0,3.0,4.0,3.6
187,2,38,4.0,4.0,3.0,3.0,2.0,3.2
188,2,39,3.0,3.0,4.0,2.0,4.0,3.2
189,2,40,3.0,4.0,5.0,3.0,4.0,3.8
190,2,41,3.0,4.0,4.0,4.0,4.0,3.8
191,2,42,5.0,4.0,3.0,4.0,5.0,4.2
192,2,43,3.0,5.0,3.0,4.0,5.0,4.0
193,2,44,2.0,4.0,5.0,4.0,3.0,3.6
194,2,45,3.0,4.0,3.0,3.0,4.0,3.4
195,2,46,3.0,4.0,5.0,3.0,3.0,3.6
196,2,47,1.0,4.0,3.0,4.0,4.0,3.2
197,2,48,4.0,3.0,5.0,5.0,5.0,4.4
198,2,49,3.0,3.0,4.0,4.0,3.0,3.4
199,2,50,4.0,3.0,3.0,3.0,3.0,3.2
200,2,1,5.0,3.0,3.0,3.0,5.0,3.8
201,2,2,5.0,3.0,3.0,2.0,4.0,3.4
202,2,3,3.0,3.0,4.0,4.0,3.0,3.4
203,2,4,3.0,3.0,4.0,4.0,4.0,3.6
204,2,5,6.0,2.0,3.0,4.0,4.0,3.8
205,2,6,4.0,4.0,3.0,3.0,5.0,3.8
206,2,7,4.0,4.0,4.0,5.0,4.0,4.2
207,2,8,4.0,3.0,2.0,3.0,4.0,3.2
208,2,9,4.0,4.0,4.0,4.0,6.0,4.4
209,2,10,3.0,4.0,3.0,4.0,4.0,3.6
210,2,11,3.0,2.0,3.0,3.0,4.0,3.0
211,2,12,3.0,3.0,2.0,4.0,4.0,3.2
212,2,13,4.0,3.0,2.0,4.0,3.0,3.2
213,2,14,3.0,3.0,3.0,4.0,6.0,3.8
214,2,15,3.0,4.0,3.0,4.0,4.0,3.6
215,2,16,4.0,3.0,5.0,4.0,3.0,3.8
216,2,17,3.0,3.0,3.0,6.0,3.0,3.6
217,2,18,5.0,2.0,4.0,5.0,4.0,4.0
218,2,19,1.0,4.0,4.0,4.0,4.0,3.4
219,2,20,4.0,3.0,4.0,4.0,3.0,3.6
220,2,21,5.0,4.0,4.0,4.0,4.0,4.2
221,2,22,2.0,4.0,3.0,4.0,2.0,3.0
222,2,23,3.0,5.0,5.0,4.0,4.0,4.2
223,2,24,3.0,3.0,5.0,3.0,4.0,3.6
224,2,25,2.0,1.0,2.0,4.0,5.0,2.8
225,2,26,3.0,4.0,3.0,1.0,3.0,2.8
226,2,27,3.0,5.0,3.0,4.0,3.0,3.6
227,2,28,5.0,5.0,3.0,3.0,3.0,3.8
228,2,29,4.0,4.0,4.0,5.0,3.0,4.0
229,2,30,5.0,3.0,3.0,4.0,5.0,4.0
230,2,31,4.0,4.0,5.0,3.0,5.0,4.2
231,2,32,3.0,3.0,5.0,4.0,4.0,3.8
232,2,33,3.0,4.0,4.0,3.0,5.0,3.8
233,2,34,4.0,4.0,4.0,4.0,4.0,4.0
234,2,35,3.0,4.0,4.0,4.0,4.0,3.8
235,2,36,4.0,6.0,3.0,4.0,3.0,4.0
236,2,37,3.0,4.0,3.0,3.0,3.0,3.2
237,2,38,3.0,3.0,4.0,4.0,2.0,3.2
238,2,39,4.0,4.0,4.0,3.0,4.0,3.8
239,2,40,4.0,2.0,4.0,4.0,4.0,3.6
240,2,41,3.0,3.0,2.0,4.0,4.0,3.2
241,2,42,5.0,3.0,3.0,4.0,4.0,3.8
242,2,43,3.0,3.0,4.0,4.0,3.0,3.4
243,2,44,4.0,4.0,4.0,4.0,3.0,3.8
244,2,45,4.0,3.0,5.0,5.0,4.0,4.2
245,2,46,3.0,4.0,2.0,3.0,4.0,3.2
246,2,47,4.0,4.0,4.0,4.0,3.0,3.8
247,2,48,3.0,4.0,5.0,3.0,4.0,3.8
248,2,49,4.0,3.0,5.0,3.0,4.0,3.8
249,2,50,3.0,4.0,3.0,4.0,3.0,3.4
250,2,1,3.0,4.0,4.0,4.0,3.0,3.6
251,2,2,4.0,3.0,4.0,3.0,4.0,3.6
252,2,3,3.0,3.0,4.0,3.0,3.0,3.2
253,2,4,2.0,3.0,4.0,3.0,4.0,3.2
254,2,5,2.0,3.0,4.0,3.0,3.0,3.0
255,2,6,4.0,3.0,2.0,4.0,4.0,3.4
256,2,7,3.0,3.0,4.0,2.0,5.0,3.4
257,2,8,5.0,4.0,4.0,5.0,3.0,4.2
258,2,9,2.0,4.0,3.0,3.0,4.0,3.2
259,2,10,5.0,4.0,5.0,4.0,3.0,4.2
260,2,11,4.0,4.0,3.0,3.0,4.0,3.6
261,2,12,4.0,3.0,3.0,4.0,3.0,3.4
262,2,13,3.0,4.0,5.0,4.0,4.0,4.0
263,2,14,4.0,4.0,3.0,4.0,3.0,3.6
264,2,15,4.0,4.0,3.0,3.0,3.0,3.4
265,2,16,4.0,3.0,3.0,4.0,3.0,3.4
266,2,17,4.0,2.0,4.0,3.0,4.0,3.4
267,2,18,4.0,3.0,4.0,3.0,3.0,3.4
268,2,19,3.0,5.0,3.0,4.0,4.0,3.8
269,2,20,4.0,4.0,3.0,4.0,3.0,3.6
270,2,21,4.0,4.0,3.0,4.0,4.0,3.8
271,2,22,2.0,5.0,4.0,3.0,4.0,3.6
272,2,23,3.0,4.0,4.0,4.0,3.0,3.6
273,2,24,4.0,4.0,4.0,4.0,4.0,4.0
274,2,25,4.0,3.0,2.0,2.0,5.0,3.2
275,2,26,3.0,3.0,4.0,4.0,3.0,3.4
276,2,27,4.0,4.0,4.0,4.0,5.0,4.2
277,2,28,4.0,5.0,5.0,5.0,5.0,4.8
278,2,29,3.0,3.0,4.0,3.0,3.0,3.2
279,2,30,3.0,3.0,4.0,1.0,2.0,2.6
280,2,31,4.0,4.0,4.0,4.0,4.0,4.0
281,2,32,3.0,4.0,5.0,4.0,3.0,3.8
282,2,33,4.0,2.0,4.0,2.0,5.0,3.4
283,2,34,2.0,2.0,4.0,3.0,4.0,3.0
284,2,35,4.0,3.0,5.0,6.0,3.0,4.2
285,2,36,4.0,3.0,4.0,3.0,3.0,3.4
286,2,37,4.0,3.0,4.0,4.0,4.0,3.8
287,2,38,4.0,3.0,3.0,3.0,3.0,3.2
288,2,39,5.0,3.0,3.0,2.0,4.0,3.4
289,2,40,4.0,5.0,4.0,3.0,4.0,4.0
290,2,41,2.0,4.0,4.0,3.0,3.0,3.2
291,2,42,3.0,4.0,3.0,3.0,4.0,3.4
292,2,43,3.0,4.0,4.0,4.0,4.0,3.8
293,2,44,4.0,3.0,5.0,4.0,4.0,4.0
294,2,45,4.0,4.0,4.0,3.0,4.0,3.8
295,2,46,3.0,4.0,3.0,3.0,3.0,3.2
296,2,47,4.0,4.0,4.0,4.0,4.0,4.0
297,2,48,3.0,3.0,3.0,2.0,3.0,2.8
298,2,49,3.0,2.0,3.0,2.0,2.0,2.4
299,2,50,2.0,4.0,3.0,4.0,4.0,3.4
300,3,1,4.0,2.0,3.0,3.0,3.0,3.0
301,3,2,3.0,2.0,3.0,3.0,4.0,3.0
302,3,3,4.0,5.0,5.0,3.0,4.0,4.2
303,3,4,4.0,4.0,3.0,2.0,4.0,3.4
304,3,5,4.0,3.0,5.0,3.0,4.0,3.8
305,3,6,4.0,4.0,3.0,3.0,2.0,3.2
306,3,7,3.0,1.0,5.0,3.0,3.0,3.0
307,3,8,3.0,4.0,2.0,3.0,4.0,3.2
308,3,9,2.0,4.0,4.0,2.0,3.0,3.0
309,3,10,5.0,4.0,3.0,5.0,4.0,4.2
310,3,11,3.0,3.0,2.0,5.0,4.0,3.4
311,3,12,3.0,4.0,4.0,3.0,4.0,3.6
312,3,13,3.0,3.0,4.0,4.0,3.0,3.4
313,3,14,4.0,4.0,3.0,4.0,5.0,4.0
314,3,15,3.0,3.0,2.0,5.0,4.0,3.4
315,3,16,5.0,3.0,4.0,3.0,4.0,3.8
316,3,17,3.0,3.0,4.0,4.0,4.0,3.6
317,3,18,4.0,4.0,4.0,3.0,5.0,4.0
318,3,19,3.0,4.0,4.0,3.0,2.0,3.2
319,3,20,5.0,3.0,4.0,4.0,3.0,3.8
320,3,21,3.0,4.0,5.0,5.0,2.0,3.8
321,3,22,4.0,2.0,4.0,6.0,4.0,4.0
322,3,23,4.0,3.0,3.0,3.0,4.0,3.4
323,3,24,4.0,4.0,2.0,4.0,4.0,3.6
324,3,25,3.0,6.0,3.0,3.0,3.0,3.6
325,3,26,3.0,3.0,3.0,4.0,2.0,3.0
326,3,27,4.0,5.0,4.0,2.0,4.0,3.8
327,3,28,3.0,4.0,4.0,3.0,5.0,3.8
328,3,29,4.0,4.0,3.0,3.0,3.0,3.4
329,3,30,5.0,5.0,4.0,4.0,4.0,4.4
330,3,31,3.0,4.0,4.0,3.0,2.0,3.2
331,3,32,3.0,4.0,5.0,4.0,4.0,4.0
332,3,33,4.0,4.0,4.0,4.0,3.0,3.8
333,3,34,6.0,5.0,4.0,4.0,3.0,4.4
334,3,35,3.0,4.0,4.0,5.0,3.0,3.8
335,3,36,5.0,3.0,4.0,4.0,3.0,3.8
336,3,37,5.0,3.0,5.0,3.0,4.0,4.0
337,3,38,3.0,3.0,3.0,5.0,3.0,3.4
338,3,39,4.0,3.0,3.0,3.0,3.0,3.2
339,3,40,5.0,4.0,3.0,4.0,4.0,4.0
340,3,41,3.0,5.0,4.0,5.0,3.0,4.0
341,3,42,3.0,3.0,5.0,4.0,5.0,4.0
342,3,43,3.0,4.0,3.0,2.0,3.0,3.0
343,3,44,3.0,4.0,2.0,3.0,3.0,3.0
344,3,45,3.0,4.0,3.0,5.0,3.0,3.6
345,3,46,3.0,2.0,4.0,3.0,5.0,3.4
346,3,47,4.0,3.0,4.0,4.0,4.0,3.8
347,3,48,3.0,4.0,4.0,4.0,3.0,3.6
348,3,49,4.0,5.0,3.0,4.0,4.0,4.0
349,3,50,2.0,3.0,3.0,4.0,4.0,3.2
350,3,1,4.0,2.0,4.0,3.0,4.0,3.4
351,3,2,4.0,4.0,3.0,3.0,3.0,3.4
352,3,3,2.0,3.0,5.0,4.0,3.0,3.4
353,3,4,4.0,3.0,4.0,4.0,4.0,3.8
354,3,5,5.0,3.0,3.0,3.0,3.0,3.4
355,3,6,3.0,3.0,3.0,4.0,5.0,3.6
356,3,7,5.0,3.0,4.0,3.0,3.0,3.6
357,3,8,4.0,2.0,3.0,3.0,5.0,3.4
358,3,9,3.0,4.0,4.0,3.0,4.0,3.6
359,3,10,4.0,5.0,4.0,3.0,4.0,4.0
360,3,11,4.0,4.0,3.0,3.0,4.0,3.6
361,3,12,4.0,3.0,5.0,5.0,3.0,4.0
362,3,13,4.0,3.0,4.0,3.0,4.0,3.6
363,3,14,3.0,4.0,4.0,4.0,1.0,3.2
364,3,15,4.0,4.0,3.0,3.0,3.0,3.4
365,3,16,2.0,4.0,4.0,3.0,3.0,3.2
366,3,17,4.0,3.0,4.0,2.0,3.0,3.2
367,3,18,3.0,4.0,2.0,3.0,3.0,3.0
368,3,19,3.0,4.0,5.0,3.0,4.0,3.8
369,3,20,5.0,5.0,5.0,4.0,4.0,4.6
370,3,21,4.0,4.0,3.0,4.0,4.0,3.8
371,3,22,4.0,4.0,3.0,3.0,3.0,3.4
372,3,23,3.0,4.0,4.0,4.0,4.0,3.8
373,3,24,3.0,5.0,4.0,4.0,4.0,4.0
374,3,25,5.0,4.0,4.0,4.0,4.0,4.2
375,3,26,4.0,3.0,4.0,4.0,4.0,3.8
376,3,27,5.0,5.0,4.0,3.0,4.0,4.2
377,3,28,4.0,4.0,5.0,4.0,3.0,4.0
378,3,29,4.0,3.0,4.0,4.0,3.0,3.6
379,3,30,3.0,3.0,3.0,2.0,3.0,2.8
380,3,31,4.0,4.0,5.0,3.0,3.0,3.8
381,3,32,3.0,4.0,5.0,3.0,4.0,3.8
382,3,33,4.0,4.0,6.0,4.0,4.0,4.4
383,3,34,4.0,4.0,3.0,5.0,4.0,4.0
384,3,35,3.0,5.0,4.0,3.0,4.0,3.8
385,3,36,3.0,4.0,2.0,3.0,4.0,3.2
386,3,37,2.0,4.0,4.0,3.0,3.0,3.2
387,3,38,4.0,4.0,3.0,3.0,3.0,3.4
388,3,39,3.0,3.0,5.0,3.0,2.0,3.2
389,3,40,2.0,4.0,3.0,4.0,3.0,3.2
390,3,41,4.0,5.0,2.0,3.0,4.0,3.6
391,3,42,6.0,3.0,3.0,4.0,3.0,3.8
392,3,43,4.0,3.0,2.0,2.0,3.0,2.8
393,3,44,4.0,3.0,4.0,3.0,4.0,3.6
394,3,45,4.0,3.0,2.0,3.0,4.0,3.2
395,3,46,4.0,3.0,4.0,5.0,3.0,3.8
396,3,47,4.0,3.0,2.0,3.0,4.0,3.2
397,3,48,3.0,2.0,3.0,2.0,5.0,3.0
398,3,49,4.0,4.0,5.0,2.0,3.0,3.6
399,3,50,4.0,4.0,4.0,4.0,3.0,3.8
400,3,1,3.0,3.0,3.0,4.0,5.0,3.6
401,3,2,4.0,5.0,4.0,4.0,3.0,4.0
402,3,3,3.0,4.0,4.0,4.0,2.0,3.4
403,3,4,3.0,4.0,4.0,5.0,2.0,3.6
404,3,5,4.0,3.0,3.0,3.0,3.0,3.2
405,3,6,3.0,4.0,4.0,4.0,3.0,3.6
406,3,7,4.0,3.0,1.0,2.0,3.0,2.6
407,3,8,4.0,4.0,3.0,3.0,4.0,3.6
408,3,9,4.0,4.0,3.0,2.0,5.0,3.6
409,3,10,4.0,4.0,4.0,3.0,3.0,3.6
410,3,11,4.0,3.0,4.0,4.0,4.0,3.8
411,3,12,4.0,3.0,2.0,4.0,5.0,3.6
412,3,13,5.0,4.0,3.0,4.0,5.0,4.2
413,3,14,4.0,3.0,4.0,3.0,4.0,3.6
414,3,15,4.0,4.0,4.0,3.0,2.0,3.4
415,3,16,3.0,3.0,3.0,2.0,4.0,3.0
416,3,17,3.0,4.0,3.0,5.0,4.0,3.8
417,3,18,3.0,3.0,4.0,3.0,4.0,3.4
418,3,19,3.0,4.0,3.0,3.0,5.0,3.6
419,3,20,3.0,4.0,4.0,5.0,4.0,4.0
420,3,21,4.0,3.0,5.0,3.0,4.0,3.8
421,3,22,4.0,4.0,2.0,3.0,4.0,3.4
422,3,23,4.0,4.0,2.0,3.0,4.0,3.4
423,3,24,4.0,3.0,4.0,4.0,2.0,3.4
424,3,25,4.0,3.0,3.0,4.0,3.0,3.4
425,3,26,2.0,2.0,3.0,4.0,5.0,3.2
426,3,27,3.0,4.0,3.0,6.0,3.0,3.8
427,3,28,3.0,2.0,3.0,2.0,3.0,2.6
428,3,29,3.0,4.0,5.0,4.0,3.0,3.8
429,3,30,4.0,3.0,4.0,3.0,5.0,3.8
430,3,31,5.0,4.0,4.0,3.0,5.0,4.2
431,3,32,5.0,3.0,2.0,3.0,3.0,3.2
432,3,33,3.0,3.0,3.0,3.0,4.0,3.2
433,3,34,5.0,4.0,1.0,5.0,3.0,3.6
434,3,35,4.0,4.0,3.0,4.0,4.0,3.8
435,3,36,3.0,4.0,4.0,4.0,4.0,3.8
436,3,37,3.0,4.0,4.0,5.0,4.0,4.0
437,3,38,3.0,2.0,3.0,2.0,4.0,2.8
438,3,39,3.0,4.0,4.0,3.0,6.0,4.0
439,3,40,4.0,4.0,3.0,2.0,3.0,3.2
440,3,41,4.0,3.0,4.0,3.0,2.0,3.2
441,3,42,4.0,3.0,4.0,4.0,3.0,3.6
442,3,43,4.0,4.0,2.0,4.0,2.0,3.2
443,3,44,5.0,3.0,4.0,4.0,2.0,3.6
444,3,45,4.0,4.0,4.0,2.0,3.0,3.4
445,3,46,2.0,5.0,3.0,4.0,3.0,3.4
446,3,47,2.0,4.0,4.0,4.0,3.0,3.4
447,3,48,4.0,3.0,6.0,4.0,4.0,4.2
448,3,49,3.0,4.0,4.0,2.0,3.0,3.2
449,3,50,3.0,5.0,4.0,4.0,3.0,3.8
